year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19436,007 북경특급 2,코미디, 액션,주성치, 곡덕소,주성치,옛날 중국에선 황제의 보위를 위해 비밀 훈련을 받은 네 인물을 뽑아 보룡일족이라고 불렀다. 보룡일족 네 사람인 공, 희, 발, 제 네사람 중 공, 희, 제는 무술에 관한한 나라안의 최고 귀재였지만 발만은 무술에는 문외한이다. 원래 지방의 의사였던 발은 머리를 짜내 황제에게 바칠 발명품들을 만들어냈다. 암행어사 마패모양의 자석 방어기구와 황제를 위한 초대형 선풍기가 그것. 그러나 황상은 그를 중히 여기지 않고, 다만 발에게 신분을 숨기고 민심을 살피는 임무를 주는데……,,,,,,,,,,,,,,,,,,,,,,,,
2014,100924,페이스 오브 러브,드라마, 멜로/로맨스,아리 포신,아네트 베닝, 에드 해리스, 로빈 윌리엄스,내 사랑, 내 모든 것……  그날, 내 사랑이 떠났습니다.  그를 잃은 순간, 나도 사라졌습니다.  다시 한번 그를 볼 수 있다면, 만질 수만 있다면..    그런데 오늘,  그의 숨결이 여전히 살아있는 미술관에서 나는 숨이 멎을 것만 같았습니다.   마치 환영처럼 내 사랑을 완벽하게 닮은 남자.  그가 나를 사랑할수록, 내가 이 사람을 원할수록  나는 혼란스러워집니다.    내 사랑은……  5년 전 바닷가에서, 내 심장마저 멈추게 한 그 사람일까요?  내 심장을 다시 뛰게 만든 이 사람일까요?,,,,,,,,,,,,,,,,,,,,,,
2014,74957,페이퍼맨,코미디, 드라마,키에란 멀로니, 미셸 멀로니,제프 다니엘스, 엠마 스톤,잘나가는 의사 아내를 둔 무명 소설가 리처드. 모두가 부러워할 만한 삶을 사는 그에게는 한가지 비밀이 있다. 바로, 어린 시절 만들어낸 상상 속 친구 캡틴과 아직까지 함께 지낸다는 것. 이런 그를 모두들 이상하게 생각하고 정작 리처드 역시 이제는 사사건건 불쑥 나타나 자신의 일을 간섭하고 잔소리하는 캡틴이 슬슬 지겨워진다. 그러던 어느 날, 우연히 십대 소녀 애비를 만나게 되고 애비는 리처드의 엉뚱한 행동들을 이상하게 생각하지 않고 오히려 함께 즐기는데...     과연, '리처드'는 생애 처음으로 진짜 친구를 사귈 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,120060,페인트볼,액션, 스릴러, 드라마,다니엘 벤마요,브렌단 맥키,혈기왕성한 젊은이들 여덟 명이 안대에 눈이 가려진 채 트럭으로 옮겨져 레드볼 숲에 모인다. 각각 임무를 부여 받고 팀을 나눈 그들은 지휘관으로 임명된 데이비드 통솔 아래 페인트볼 경기에 임한다. 선수들의 임무는 24시간 내로 깃발 여섯 개를 찾는 것.   그런데… 경기가 시작되자마자 그들을 향해 진짜 총알이 날아들고 그들은 생명의 위협을 느끼며 게임장은 순식간에 아수라장으로 변한다. 한편, 조직의 지시를 받는 한 남자가 열화상 카메라를 장착한 채 플레이어들의 목숨을 노리며 그들의 뒤를 밟고, 영문을 모르는 팀원들은 하나 둘 사라지며 남은 사람들은 서로를 의심하기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,112020,펜트하우스 노스,드라마, 스릴러, 전쟁,조셉 루벤,미셸 모나한, 마이클 키튼, 배리 슬로안,자살 폭탄테러에 시력을 잃은 종군 사진기자, 새라. 사고 후 그녀는 뉴욕에서 라이언을 만나 그의 펜트하우스에서 같이 살게 된다. 여동생 부부를 맞이하기 위해 샴페인을 사러 다녀온 뒤, 칼을 맞고 숨져있는 약혼자 라이언을 발견하게 되고, 요새와 같은 펜트하우스에 침입한 살인범으로부터 목숨의 위협을 받는데…   기지를 발휘하여 도망친 그 순간, 그녀 앞에 또 다른 위협이 다가온다!,,,,,,,,,,,,,,,,,,,,,,,,
2014,120094,포르노 메이커,스릴러, 드라마,쉐인 스탠리,제이슨 페이스,영화감독 숀은 촬영현장에서 해고당한 후 헐리우드의 은밀한 비즈니스이자 온갖 욕망과 마피아의 돈이 뒤엉킨 포르노 영화 제작을 의뢰 받는다. 이상야릇한 포르노 세계에 발을 들인 숀은 환락의 쇼 비즈니스를 경험하게 되는데... 과연 숀은 포르노를 완성할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,125835,포르노 스타의 탄생,드라마, 멜로/로맨스,코리 비숍,마크 데이비스, 줄리안 베인,스타를 꿈꾸는 이들의 발길이 끊기지 않는 꿈의 도시 할리우드! 하지만 많은 사람 중 몇 안 되는 이들만이 스타로 성공할 수 있다. 배우의 꿈을 안고 할리우드를 찾은 티파니는 계속되는 오디션 실패로 생활비를 벌기 위해 포르노를 찍는 영화사에서 촬영보조로 일하게 된다. 어느 날, 촬영을 앞두고 여자 배우가 펑크를 내는 일이 발생하고, 프로듀서 코트니는 티파니에게 포르노 영화의 여주인공을 제안하게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,50938,포비아,공포,반종 피산다나쿤, 파윈 푸리킷판야, 용유스 통콘툰,레일라 분야삭, 마네에랏 캄-우안, 위타왓 싱람퐁,낯선 남자와 문자를 주고 받으며 외로움을 달래던 소녀에게 벌어지는 끔찍한 사건. 결말의 반전이 돋보이는 <행복>부터 자신을 괴롭히는 학생들에게 죽음의 저주를 거는 <복수> 등 4색공포의 완벽한 체험!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,73358,포비아2,공포,반종 피산다나쿤, 파윈 푸리킷판야, 송요스 수그마카난,지라유 라-옹마니, 레이 맥도널드, 마샤 왓타나파니크,귀신이 되어 나타난 친구 때문에 촬영장엔 일대 소동이 벌어진다 <공포영화의 결말>  태국 여행 중인 일본인 관광객앞에 나타난 좀비들, 이들의 정체는 몸 속에 마약을 넣고 운반하다 깨어난 사람들이었다! <배낭여행객>   수양을 위해 들어간 절에서 아귀와 사투를 벌이는 불량 소년 이야기 <수련승> 등 5가지 공포 이야기!,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123448,포세이돈,SF, 액션,마크 L. 레스터,브라이언 크로즈, 앤 맥다니엘스,바다 속에 잠들어 있는 유물을 찾아 간 슬레이트. 위험천만한 블루홀에서 스노클링을 즐기러 온 로드와 제인. 그녀들을 태우고 온 가이드 헨리까지! 멀리 떨어진 외딴 섬에서 각기 다른 즐거움을 만끽하고 있던 네 사람은 갑자기 바닷속에서 들려온 갑작스러운 폭발음과 함께 엄청난 재난을 맞이하게 된다. 인류를 위협하는 야생의 바다!      절대 긴장을 풀지 마라. 지금 이 순간, 세상이 뒤집힐 것이다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,112021,포화속의 우정,드라마, 전쟁,필리프 카델바흐,볼커 브루흐, 톰 쉴링, 카타리나 슈틀러,1941년 베를린, 유럽을 뒤흔든 세계 2차 대전의 소용돌이 속에서 일생 일대의 위기를 맞게 된 다섯 친구들. 독일군 소위 빌헬름과 동생 프리드헬름, 그리고 간호사 샬롯이 동부전선으로 떠나고, 가수 지망생 그레타는 자신의 유대인 연인 빅토르를 지키기 위해 중대한 결심을 한다. 동부 전선으로 떠난 형제의 갈등은 극에 달하고, 나치의 광기과 전쟁의 참혹함 속에서 희망과 용기는 절망과 배신이 되는데...  이제, 살아 남기 위한 그들만의 전쟁이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,
2014,50004,폭렬성시,액션, 스릴러,켈빈 통,정이건, 여문락, 사완유,정이건 주연, 살아남기위한 처절한 사투가 시작된다!  경찰인 이국강은 안전벨트 미착용자의 딱지를 떼려다가 살인범을 잡는 과정에서 부상을 당하고 기이한 경험을 하게 된다. 그의 상사는 국강의 진술을 듣고는 외상 후 스트레스 장애로 판단을 하고 그를 잡무과로 발령 낸다. 잡무과에서 기이한 사건만 맡게 된 이국강은 귀신의 존재를 믿게 되지만 잡무과 상사인 황 반장은 ‘세상에 귀신은 없다’라는 제 1 규칙을 잊지 말라고 한다. 그 후 연이은 여학생의 자살 사건이 일어나고 부상당한 팔의 깁스를 푼 이국강은 자신의 팔에 이상한 번호가 새겨져 있는 것을 발견하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129140,폭풍의 여자,드라마,이민수,박선영, 고은미, 현우성,한 남자의 아내이자 아이의 엄마로 평범한 행복을 꿈꾸던 여자가 어느 날 남편에게 배신당하고, 딸이 학교 폭력의 피해자가 되면서 부와 권력이라는 거대한 폭풍에 맞서 싸우기 위해 스스로 폭풍이 된다는 이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,102639,폴리스 스토리 2014,액션, 범죄, 드라마, 스릴러,딩성,성룡, 류예, 경첨,평소 사이가 소원한 딸을 만나기 위해 ‘우’클럽을 찾은 강력계 형사 종 반장(성룡)은 갑작스러운 습격을 받게 된다. 범인은 딸의 남자친구이자 클럽의 주인인 우! 종 반장은 딸과 탈출을 시도하지만 도중에 붙잡힌 딸을 지키기 위해 함께 인질로 남는다. 클럽의 손님들까지 인질로 잡은 우는 경찰과 협상을 시작하고 협상 도중 인질로 잡힌 시민들이 모두 5년전 미해결 사건과 연관됐다는 충격적인 사실이 드러나는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,110332,폼페이: 최후의 날,액션, 모험, 드라마, 멜로/로맨스,폴 앤더슨,키트 해링턴, 에밀리 브라우닝, 키퍼 서덜랜드,어릴 적 로마 군에 의해 가족을 모두 잃은 뒤 노예 검투사가 된 ‘마일로’(킷 해링턴)는 폼페이 영주의 딸 ‘카시아’(에밀리 브라우닝)와 운명적인 사랑에 빠지게 된다. 풍요를 기원하는 비날리아 축제의 대규모 검투 경기에 참여한 ‘마일로’는 자신의 부모를 죽인 ‘코르부스’(키퍼 서덜랜드)를 발견한다. 로마의 상원 의원이 된 ‘코르부스’는 ‘카시아’와 정략 결혼을 계획하고, ‘마일로’는 부모의 복수와 자신의 연인을 지켜내기 위해 목숨을 건 최후의 검투에 나선다.   그 순간 갑자기 폭발을 시작하는 베수비오 화산!   도망칠 새도 없이 쏟아지는 뜨거운 용암과 화산재에 폼페이는 순식간에 무너져 내리는데…,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,106547,표적,액션, 드라마,창감독,류승룡, 유준상, 이진욱,의문의 살인 사건, 누명을 쓰고 쫓기는 여훈 (류승룡)  납치된 아내를 구하기 위해 그와 위험한 동행을 시작한 의사 태준 (이진욱)  각기 다른 목적으로 그들을 쫓는 두 명의 추격자 송반장(유준상) 과 영주(김성령)    36시간의 숨막히는 추격!  모두가 그를 쫓는다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,107928,퓨리,액션, 드라마, 전쟁,데이비드 에이어,브래드 피트, 로건 레먼, 샤이아 라보프,2차 세계대전, 전차부대를 이끄는 대장 ‘워대디’에게   적으로 둘러싸인 최전선에서의 마지막 전투 명령이 떨어진다.     하지만 수 차례의 전투로 대부분의 동료를 잃은 그에겐    단 한 대의 탱크 ‘퓨리’와 지칠 대로 지쳐버린 부대원들만이 남아있을 뿐이다.  게다가 지원군으로 경력이 전무한 신병 ‘노먼’이 배치되고,   ‘워대디’는 신참을 포함한 단 4명의 부대원만으로 적진에 나서야 하는 상황에 처한다.     수백 명의 적들과 맞서야 하는 단 5인의 병사.   최소의 인원과 최악의 조건 속, 사상 최대 위기에 처한 ‘워대디’와 그의 부대는   생존 가능성 제로, 최후의 전쟁터로 향하는데…!     역사를 바꾼 그들의 불가능한 전쟁이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,
2014,103235,프라이버시,범죄, 드라마, 미스터리, 스릴러,존 크로울리,에릭 바나, 레베카 홀, 짐 브로드벤트,평온하던 런던 버로우 마켓. 주차 되어있던 트럭 한대가 갑자기 폭발하며 시민 120명의 목숨을 앗아갔다!   폭탄 테러의 용의자로 한 터키인이 지목되고, ‘마틴’과 ‘클로디아’가 그의 변호를 맡게 된다.   사건을 조사하던 둘은 그 중심에 정부보안기관인 MI5가 있음을 알게 되고, 진실을 폭로해 용의자의 무죄를 밝히려 노력한다.   그러나 결정적인 순간, 둘을 줄곧 감시해오던 정부가 그들의 사생활을 빌미로 협박을 해오는데…!     국가의 사생활을 폭로하고 정의를 수호할 것인가?  정의에 침묵하고 나의 안전을 지킬 것인가?,,,,,,,,,,,,,,,,,,,,,,,,
2014,132317,프라이빗 섹스,에로, 멜로/로맨스,모리카쿠 타케유키,아이카 슌, 후지자와 타로, 카타기리 아오이,알바로 근근이 살아가는 여주인공 후지노 미키. 그녀의 남자친구는 미키한테 얹혀살며 놀고먹는 게 꿈이다. 콘돔 값이 없어 섹스를 포기할 정도인 미키에게 남자친구는 일당 100만 원짜리 고학력 가정교사를 구한다는 전단지를 내밀고 가보라고 한다. 전문대 졸업인 미키는 동경대 영문학과를 졸업했다고 거짓 이력서를 꾸며 찾아가는데 그녀를 기다리고 있는 건 엄청 크지만 구조가 결함투성이인 집과 묘한 트라우마를 지닌 영특한 재수생 마모루와 이상한 그의 엄마...  미키는 점점 일천한 실력이 드러나고 결국은 마모루에게 사실대로 털어놓고 가정교사를 그만 두려 하지만 마모루는 자신이 비밀을 지켜주겠다며 계속 있어 달라 하고 두 사람은 뜨거워지는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122024,프라하 봄 페스티벌,공연실황,,이르지 벨로흘라베크,반세기가 넘는 역사를 통해 동유럽 최고의 예술 축제로 자리매김한 프라하 봄 페스티벌은 제 2차 세계대전의 종전과 함께 체코 필하모닉 50회 생일을 기념하며 1946년 처음으로 축제의 틀을 갖추게 되었다. 체코 국민 음악의 선구자인 베드르지흐 스메타나의 기일에 맞춰 매년 5월 12일 시작된다. 중세 유럽의 아름다운 흔적을 잘 간직하고 있는 프라하의 아름다운 건축물 중에서도 아르누보 양식의 결정판인 오베츠니 둠(프라하 시민회관)의 스메타나 홀에서 열리며, ‘나의 조국’을 연주하며 축제의 시작을 알린다. 이 개막 연주에는 통상 당대 체코를 대표하는 지휘자가 체코 필하모닉을 지휘한다. 페스티벌 기간인 5월 12일부터 약 한 달 동안 프라하 전역에서 다양한 클래식 연주회가 열리고 이 시기에 전세계 9만 명 이상의 사람들이 체코를 찾는다.     Tribute to Rafael Kubelik  체코의 전설적인 지휘자 라파엘 쿠벨리크를 추모하며..    특히 2014년 프라하 봄 페스티벌은 체코의 전설적인 지휘자인 라파엘 쿠벨리크에게 헌사된다. 라파엘 쿠벨리크는 오랫동안 망명 생활을 해 오다가 1990년 구소련이 붕괴하고 체코가 민주화된 이후 첫 번째 프라하의 봄 페스티벌에서 지휘하였다. 그는 감격에 겨워 ‘나의 조국’을 지휘하며 눈물을 흘렸다.      [프로그램]  베드르지흐 스메타나   ‘나의 조국”  Bedrich Smetana      Ma vlast(My Country)    오케스트라 : 체코 필하모닉 (Czech Philharmonic )  지휘자 : 이르지 벨로흘라베크 (Jiri Belohlavek),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,98738,프란시스 하,코미디, 멜로/로맨스,노아 바움백,그레타 거윅, 믹키 섬너, 아담 드라이버,브루클린의 작은 아파트에서 둘도 없는 친구 소피와 살고 있는 27살 뉴요커 프란시스.  무용수로 성공해 뉴욕을 접수하겠다는 거창한 꿈을 꾸지만 현실은 몇 년째 평범한 연습생 신세일 뿐이다.  사소한 말다툼 끝에 애인과 헤어지고 믿었던 소피마저 독립을 선언하자 그녀의 일상은 꼬이기 시작한다.  직업도, 사랑도, 우정도 무엇 하나 쉽지 않은 그녀는 과연 당당하게 홀로서기에 성공할 수 있을까?    가장 보통의 뉴욕에서 만나는 우리 모두의 이야기가 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122032,프랑스인 김명실,다큐멘터리,이지현,쎄실 들래트르, 이지현, 구원영,프랑스의 한 소도시에서 연을 맺게 된 ‘나(감독)’의 친구 ‘쎄실’은 어린 시절 한국에서 프랑스로 입양되어 지금은 화가로서의 삶을 살고 있습니다. 쎄실로부터 한국을 방문하겠다는 이야기를 듣고 이 과정을 카메라에 담기로 결정하면서 나는 그녀에게 ‘명실’이라는 한국 이름이 있다는 사실, 그리고 한국에서 태어난 소녀 김명실이 프랑스인이 되어야 했던 사연과 경로를 서서히 알아가게 됩니다. 나와 쎄실은 이 여정에 당신을 초대하고자 합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
