year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2015,140895,러브 라이브! 더 스쿨 아이돌 무비,애니메이션,쿄고쿠 타카히코,닛타 에미, 난죠 요시노, 우치다 아야,학교에서 아이돌!! 아홉 명의 소녀들이 만드는 청춘 학원 드라마 졸업식 직후, 뮤즈에게 어떤 소식이 날아들었다. 3학년의 졸업을 계기로 활동을 끝내기로 결정한 뮤즈였지만, 그 소식을 듣고 새로운 라이브 공연을 준비한다. 처음 보는 세상을 접하고 다시 조금씩 성장해 나가는 아홉 사람. 이들은 스쿨 아이돌로서 마지막으로 무엇을 할 수 있을까? 얼마 남지 않은 시간 속에서 뮤즈가 발견한, 최고로 즐거운 라이브란 무엇일까?,,,,,,,,,,,,,,,
2015,118933,러브 앤 머시,드라마,빌 포래드,존 쿠삭, 폴 다노, 엘리자베스 뱅크스,세상에 없던 최고의 앨범을 만들거야  1962년, 뜨거운 여름과 어울리는 시원하고 화려한 서프 뮤직으로 전세계를 열광시킨 그룹 ‘비치 보이스’와 그 중심에 있던 리더 ‘브라이언 윌슨’. 시대를 대표하는 천재 뮤지션으로 승승장구하던 어느 날, ‘브라이언’(폴 다노)은 지금까지의 쾌활하고 밝은 음악이 아닌 머릿속에 그려지는 자신만의 사운드를 완벽하게 탄생 시키기 위해 파격적인 시도들을 거듭하고," 마침내 [펫 사운즈(Pet Sounds)]라는 명반을 만들어낸다. 하지만 그를 짓누르는 스트레스로 알 수 없는 소리들에 휩싸이게 되는데…    ""소리가 들려요. 날 떠날까봐 말 못했어요""  20년 후", 머릿속을 어지럽히는 소리들로 어느새 스스로를 잃어버린 ‘브라이언’(존 쿠삭)은 자신의 주치의인 ‘진’(폴 지아마티)의 24시간 엄격한 보호 아래 하루하루를 보내고 있을 뿐이다. 그러던 그는 어느 날 우연히 '멜린다'(엘리자베스 뱅크스)를 만나게 되고, 첫 만남부터 그녀에게 알 수 없는 끌림을 느낀다. 그녀에게 마음을 열고 사랑에 빠진 ‘브라이언’은 원래 자신의 모습을 되찾고 싶다는 마음이 점차 커지는데…    올 여름, 당신이 놓치지 말아야 할 기적 같은 음악영화가 온다!,,,,,,,,,,,,
2015,114596,러브 이즈 크라임,드라마, 스릴러,아르노 라리외, 장-마리 라리외,마티유 아말릭, 카린 비아르, 마이웬 르 베스코,여대생들과 가벼운 잠자리를 즐기는 매력적인 문학교수 마크.  어느 날, 마크의 강의를 듣던 여대생 중 하나가 실종되는 사건이 발생한다.    경찰수사가 진행되는 가운데  노골적으로 마크를 유혹하는 여대생 아니,  그의 유일한 가족이자 연인 같은 미묘한 사이인 누나 마리안,   그를 찾아 온 실종 여대생의 젊고 아름다운 의붓어머니 안나.  마크는 뒤섞인 관계 속에서 거부할 수 없는 유혹과 사랑에 빠져 드는데…,,,,,,,,,,,,,
2015,131512,러브 인 프로방스,드라마,로셀린 보스크,장 르노, 안나 갈리에나, 클로에 주아네,아드리안과 레아 그리고 청각장애를 가진 막내 테오까지  파리지엥 삼남매는 난생처음 할아버지가 계신 프로방스를 찾게 된다.    라벤더와 올리브, 향수의 고장  반짝이는 햇살, 신선한 바람, 초록빛 들판까지  그러나 삼남매가 바라는 건 빵빵한 WiFi와 에어컨뿐.  고집불통 할아버지와는 만난 지 하루도 안되 사사건건 부딪히는데…    얼어붙은 마음도 녹게 한다는 따사로운 프로방스에서의 특별한 만남!   과연, 이들은 마음을 열고 진정한 가족이 될 수 있을까?,,,,,,,,,,,,,,
2015,103325,러브 펀치,코미디,조엘 홉킨스,엠마 톰슨, 피어스 브로스넌, 튜펜스 미들턴,퇴직을 앞두고 행복한 나날을 보내고 있던 ‘리차드’는 마지막 출근 날 연금과 함께 회사가 망할 위기에 처한다. 회사의 돈을 찾아 오겠다고 직원들 앞에서 큰 소리를 쳤지만 정작 ‘리차드’가 찾아간 곳은 전 부인 ‘케이트’의 집. 자신의 회사를 산 무모한 기업 합병가를 찾아 문제를 해결하기 위해 파리로 떠난 두 사람은 문전박대를 당하고 만다. 이에 일명 사기꾼이 약혼녀에게 선물한 1,000만 달러짜리 다이아몬드 목걸이를 훔치기 위한 새로운 작전을 세우는데…,,,,,,,,,,,,,,,,,
2015,139612,,,,,,,,,,,,,,,,,,,,,,,,,
2015,133249,러브데이터,,,,,,,,,,,,,,,,,,,,,,,,
2015,135329,러브모션,에로, 멜로/로맨스,칸바라 이쿠토,아오이 츠카사,시놉시스: 엄마가 돌아가신 후 아빠와 고3인 남동생 유스케를 뒷바라지하는 츠가사는 어느 날 자전거 사고를 당하는데 마침 지나던 학원 선생이자 소설가를 꿈꾸는 무라카미의 도움으로 무사히 집에 온다. 그 후 츠가사는 무라카미가 동생 유스케가 다니는 학원의 선생인 걸 알게 되고 그를 좋아하기 시작한다. 한편 유스케가 짝사랑하는 여선생 하나자와는 무라카미와 연인 사이로 그의 성공을 위해 모든 것을 아끼지 않고 매니저처럼 그를 돕는데 무라카미는 오로지 소설가로의 성공을 위해 글을 쓰고 하나자와는 신인상 응모전에 무라카미의 소설을 보내게 한다. 며칠 후 츠가사는 무라카미의 집 청소를 해주고 그의 글을 읽고 평을 해주면서 무라카미에게 더욱 다가가고 마침내 그와 뜨거운 사랑을 나누게 된다. 그러나 둘의 모습을 보게 된 하나자와는 충격에 학원을 그만 두고 무라카미 곁을 떠나려 하는데...,,,,,,,,,,,,,,,,,,,
2015,135969,,,,,,,,,,,,,,,,,,,,,,,,,
2015,118903,런 올 나이트,액션, 범죄, 드라마, 미스터리, 스릴러,자움 콜렛 세라,리암 니슨, 조엘 킨나만, 에드 해리스,“아들아, 오늘밤만이라도 아버지 말 들어라.   방아쇠 당기지 마, 아비보다 못한 놈은 되지 말아라”  은퇴한 킬러 지미(리암 니슨)는 최악의 아버지였다. 하지만 우연히 살인사건 현장을 목격한 후 쫓기게 된 아들 마이크를 지키기 위해, 오늘밤만은 은인이자 보스인 숀(에드 해리스)의 검은 조직에 맞서 총을 들어야만 한다.,,,,,,,,,,,
2015,120311,런던잡,액션,사샤 베넷,루크 트레더웨이, T.J. 라미니, 크레이그 페어브라스,모든 일에 행운이 따르는 남자 ‘럭키’는 부모님이 살해되는 끔직한 사고를 겪은 후 고국을 떠나지만 유일한 가족인 형’라파엘’이 있는 런던으로 돌아온다. 그의 오랜 친구 ‘커비’는 고국으로 돌아온 기념으로 작은 일거리를 같이 하자고 제안하고 망설이던 ‘럭키’는 같이 일을 시작한다. 돈을 훔쳐 나오던 ‘카비’는 돈의 주인의 조직원들에게 발각되고 결국 죽게 된다. 돈의 행방은 묘연하고 죽은 친구 대신에 돈을 갚아야 하는 상황에 놓인 ‘럭키’는 형에게 도움을 청하게 되면서 결국 ‘라파엘’이 계획 중인 큰 작업에 까지 참여하게 되는데…,,,,,,,,,,,,,,,,,,
2015,118850,레드 툼,다큐멘터리,구자환,,해방 이후부터 53년 휴전을 전후한 기간 동안에 100만 명 이상의 민간인이 희생되었다. 그 속에는 지방 좌익과 우익의 보복 학살도 자행되었지만, 많은 피해자들은 남한의 군경, 우익단체, 미군의 폭격에 의해 학살을 당했다. 이 가운데 한국전쟁 초기 예비검속 차원에서 구금당하고 학살을 당한 국민보도연맹원이 있다. 전국적으로 23만~45만 명으로 추산되고 있는 이들은 대다수가 농민이었고, 정치 이념과 관계없는 사람이었다. 이들은 국가가 만든 계몽단체에 가입했다는 이유만으로 전쟁과는 직접적인 상관없이 국가의 이념적 잣대로 인해 재판조차 받지 못하고 무고하게 희생된 이들이다.     [제39회 서울독립영화제],,,,,,,,,,,,,,,,
2015,137731,레이디 액션,,,조민수, 김현주, 손태영,6인의 여배우들이 액션에 도전, 여자라는 한계를 뛰어넘는 과정을 리얼하게 그려내는 프로그램,,,,,,,,,,,,,,,,,
2015,125015,레이트 페이시스 : 늑대의 저주,드라마, 공포,아드리안 가르시아 보글리아노,닉 다미시, 에단 엠브리, 랜스 게스트,크레센트베이는 더없이 평화롭고 조용한 은퇴자 마을이다. 단, 보름달이 뜰때마다 일어나는 잔인한 살인사건만을 제외하곤...맹인 퇴역군인 엠브로즈는 이사온 첫 날 사건에 휘말리며 애견을 잃게되고, 단순히 야생동물의 습격이 아닌 이 마을에 어떠한 저주가 내렸음을 직감한다.다음 보름달이 뜨기 전 은제탄환과 함정을 파면서 목숨을 건 마지막 전쟁을 준비하는데...기괴한 신부와 그의 추종자, 은퇴자 마을이 수상하다.,,,,,,,,,,,,,,
2015,129012,레전드,액션, 범죄, 드라마,브라이언 헬겔랜드,톰 하디, 태런 에저튼, 에밀리 브라우닝,런던의 촌구석 이스트엔드에서 주먹 꽤나 쓰는 쌍둥이 형제로 이름을 날리던 레지 크레이 X 로니 크레이.  한날 한시에 태어났지만 정 반대의 성격을 가진 크레이 형제는 서로를 생각하는 우애만큼은 끈끈하다.  타고난 주먹과 뛰어난 사업 수완으로 마피아와 손잡고 법과 경찰을 피해 세력을 키워나가던 크레이 형제는 어느덧 런던의 밤을 장악하며 유명인사가 되어가지만, 곧 이들 형제에게 위기가 닥친다.  이성적인 형 레지는 연인 프랜시스와의 약속을 지키기 위해 위험한 갱스터 생활을 청산하고  능력 있는 사업가로 변신해 세력을 확장해 나가려 한다. 하지만 엉뚱하고 무모하기 짝이 없는  통제불능 동생 로니는 자신만의 방식으로 조직을 운영하며 사건 사고를 일으킨다.  매번 조직에 막대한 피해를 입히는 로니에게 점점 인내심을 잃어가는 레지.  자신의 방식을 인정하지 않는 형을 향한 불만을 쌓아가던 로니  두 형제는 사사건건 부딪히기 시작하고, 급기야 로니는 수습 불가능의 대형 사고를 치고 마는데…,,,,,,,,,,,,,,
2015,137834,레전드 오브 래빗: 불의 전설,애니메이션, 액션, 모험,마원, 동대가,황뢰, 양자산, 왕경송,커다란 몸집과 두둑~한 뱃살, 하지만 누구보다 날렵한 몸놀림과 무술 실력을 가진 액션토끼 ‘투’. 콩알만한 몸집의 허세킹 ‘비기’, 민첩하고 뛰어난 검술 실력을 가진 대사부의 딸 ‘피오니’와 함께 마을을 지키는 영웅이다. 그러던 어느 날, 숲 속에서 정체를 알 수 없는 자객과 싸우다 쓰러진 불의 능력자 ‘잔’을 구해낸 ‘투’. 악당 군단이 전설 속 ‘무림 불꽃’의 신비한 힘으로 세상을 정복하려 한다는 소식을 들은 그는 머나먼 여정을 시작하는데... 과연 ‘투’는 무림 불꽃을 지켜낼 수 있을까?    올 추석, ‘투’와 동물 친구들의 짜릿한 모험이 시작된다!,,,,,,,,,,,
2015,133059,렛 미인 5,,박현우,황신혜, 손호영, 이윤지,오디션을 통해 선발된 지원자들의 인생을 바꿔주는 메이크오버쇼,,,,,,,,,,,,,,,,,,
2015,129405,령 : 저주받은 사진,공포,아사토 마리,나카죠 아야미, 모리카와 아오이, 고지마 후지코,오늘도 내일도 아닌 그 시간, 밤 12시  학교의 소녀들을 홀리는 의문의 사진  마주치는 순간 걸리는 섬뜩한 저주  행방불명된 친구들의 잇따른 죽음    단 한 장의 사진으로부터 피할 수 없는 저주가 시작된다!,,,,,,,,,,,,,,,,,
2015,145122,로맨스 블루,드라마,김동현,박민우, 김지안,타인의 사랑을 대신하지만 정작 자신의 사랑에 망설이는 남녀의 러브스토리. '우리 사랑할 수 있을까요?',,,,,,,,,,,,,,,,,,,
2015,133250,로맨스의 일주일 2,,,예지원, G.NA, 매튜,대한민국의 톱스타와 현지 일반인 남성이 만나 로맨틱한 일주일을 보낸다!  틀에 박힌 일상에서 벗어나 운명처럼 다가오는 짜릿한 사랑! 우리는 모두, 가끔씩 영화 같은 사랑을 상상한다.  이런 평범한 상상에 한국의 여배우들도 예외일 순 없다!  그녀들 또한 자신들이 주인공인 영화 속의 로맨스를 현실에서도 꿈꾸지만,   여배우의 삶은 자유로운 사랑과는 다소 거리가 있다.  화려한 스포트라이트 아래, 늘 남들의 시선에서 자유롭지 못한 그녀들에게 주어진 꿈같은 시간!  낭만의 도시 파리에서의 달콤한 1주일이 공개된다.,,,,,,,,,,,,,,,
2015,120500,로열패밀리,범죄, 드라마, 미스터리,타릭 살레,모아 감멜, 릭케 리, 올라 라파스,란드베테르 공항에서 일어난 살인강도 사건 이후, 토미와 스톡홀름을 떠나있던 에스텔(모아 가멜)은  토미가 죽자 딸을 데리고 모국으로 돌아왔지만, 배신을 일삼는 순탄치 않은 일들이 벌어지는데..,,,,,,,,,,,,,,
2015,135357,롤링 걸즈,애니메이션,데아이 코토미,,지방자치를 둘러싸고 벌어진 도쿄 대결전이 종결되고 10년이 흘러  모든 지방 행정구역이 독립 국가가 된 일본.  그런 상황에서 각지에서 발생하는 원인 불명의 사건들을     수습하기 위해서 전쟁의 피해가 소용돌이치는 지역들을 돌아다니며   평화 청부인 대행을 담당하게 된 4명의 소녀들.    세상을 바로 잡으며 ' 월광석'을 찾기 위해 그들은 오토바이를 타고 여행을 계속한다.,,,,,,,,,,,,,,,,,,,,
2015,114278,리그레션,스릴러,알레한드로 아메나바르,엠마 왓슨, 에단 호크,한 소녀(엠마 왓슨)가 아빠를 고발하는 사건이 발생한다. 하지만 피의자로 붙잡힌 아빠는 그 어떤 혐의도 부인하고, 사건을 담당하게 된 형사(에단 호크)는 수사를 진행할수록 두 사람의 진술이 거짓이 아님을 확신하게 된다. 피해자는 있지만 범인은 없는 사건, 그 과정에서 마을 모두가 비밀을 감추고 있음을 알게 되는데…  어긋난 욕망이 만들어낸 충격의 대반전!  안젤라의 비밀이 밝혀지는 순간, 상상조차 불가능한 엄청난 결말이 기다린다!,,,,,,,,,,,,,,,,
2015,144366,리멤버 - 아들의 전쟁,,이창민,유승호, 박민영, 박성웅,과잉기억증후군을 앓는 변호사가 아버지의 무죄를 밝혀내기 위해 거대 권력과 맞서 싸우는 이야기,,,,,,,,,,,,,,,,,,
2015,124845,리바이어던,드라마,안드레이 즈비아긴체프,알렉세이 세레브리아코프, 옐레나 랴도바,작은 바닷가 마을에서 사랑스러운 아내, 아들과 함께 살고 있는 평범한 아버지 콜랴.   부패한 시장이 호화 별장을 짓기 위해 그의 집을 빼앗으려 하면서   콜랴의 삶은 걷잡을 수 없이 흔들리기 시작한다.   콜랴는 유능한 변호사 친구의 도움을 받아 이 상황을 이겨내려 하지만,   법을 뛰어넘는 막강한 권력을 가진 시장은 그를 더욱 궁지로 몰아가는데……     권력이라는 괴물에 맞서는 평범한 아버지의 치열한 생존 싸움이 시작된다!,,,,,,,,,,,,,,,,,
2015,93988,리벤지 포 졸리,코미디, 드라마,차드 하볼드,브라이언 펫소스, 오스카 아이삭, 일라이저 우드,아끼는 자신의 애완견 졸리와 함께 많은 시간을 보내며 일상을 지내고 있는 해리(브라이언)는   어느 날, 갑작스레 졸리가 죽어있는 채로 발견되어 충격에 빠진다.   슬픔과 분노에 시달리던 해리는 그의 가까운 사촌 세실(오스카)와 함께   졸리를 죽인 범인을 찾기 위해 나서는데..  과연, 졸리가 죽게 된 이유와 죽인 범인을 찾아낼 수 있을까?,,,,,,,,,,,,,,,
2015,133176,,,,,,,,,,,,,,,,,,,,,,,,,
2015,110620,리스트,스릴러,클라우스 휴트먼,시에나 길로리, 클리브 러셀, 안소니 플래너건,리스트에 오르는 순간 놈의 표적이 된다!    크리스토퍼 코윈(안소니 플래니건)은 비리를 저지른 공직자 및 기업가들을 대상으로 부패 정도를 투표하는 인터넷 사이트 '리스트'를 운영하며 부패척결을 위해 앞장서면서 '청렴상'까지 수상하게 된다. '리스트'의 인지도가 높아져 갈 무렵 부정부패 1위를 차지한 한 사업가의 살해 장면이 동영상 사이트에 퍼지게 되고 연이어 1위에 오른 또 다른 공직자가 살해된다. 살해된 장면은 있지만 시체는 발견할 수 없게 되면서 수사에 난항을 빚게 되고 결국 '리스트' 창립자인 코윈이 용의선상에 오르게 되면서 경찰과 권력층으로부터 생명의 위협을 받는다. 그러던 중 코윈이 만든 사이트에 자신의 이름이 순위권 내에 진입하게 되어 사이트를 폐쇄하려 하지만 누군가에 의해 복원되면서 그의 이름은 결국 1위에 오르게 되는데…    과연 그는 연쇄 살인마의 위협에서 벗어날 수 있을까?,,,,,,,,,,,,,,,,,,
2015,129046,리틀 보이,드라마, 전쟁,알레한드로 몬테베르드,제이콥 살바티, 에밀리 왓슨, 캐리 히로유키 타카와,키 99cm…  더 이상 자라지 않는 키 때문에 ‘리틀 보이’라고 불리는 ‘페퍼’,  친구들로부터 놀림 받기 일쑤인 그는  전쟁에 나간 단 하나뿐인 소중한 친구, 아빠가 돌아오기만을 손꼽아 기다린다.    어느 날, 마술쇼에 간 ‘페퍼’는 우연히 오른 무대에서   물건을 움직이는 특별한 능력을 발견하게 되고   이 능력만 있으면 전쟁을 끝내고, 아빠도 돌아올 수 있다고 믿게 된다.    ‘페퍼’는 자신의 능력과 믿음을 키워나가고   급기야 지진을 일으켜 자신을 비웃던 동네 사람들을 깜짝 놀라게 만드는데…    과연, ‘페퍼’는 전쟁을 끝낼 수 있을까?,,,,,,,,,,,,
2015,137347,리틀 포레스트2: 겨울과 봄,드라마,모리 준이치,하시모토 아이, 마츠오카 마유, 미우라 타카히로,도시에서 불현듯 고향인 코모리로 돌아온 이치코는 낯익은 필체의 편지를 받는다.  바로 몇 년 전 갑자기 사라졌던 엄마가 보내온 것.  편지를 읽고 난 후에도 한참 동안 자신이 무엇으로부터 도망쳐 온 것인지 계속 모른 척 하던 이치코는  어느 날 문득, 엄마는 왜 떠났는지 그리고 자신은 왜 고향으로 오게 되었는지 어렴풋이 깨닫게 된다.  코모리에 정착하지 않기 위해 애써왔던 이치코는 중대한 결심을 하게 되는데…,,,,,,,,,,,,,,,,,
2015,129459,리틀 포레스트: 여름과 가을,드라마,모리 준이치,하시모토 아이, 마츠오카 마유, 미우라 타카히로,도시에서 생활하다 쫓기듯 고향인 코모리로 돌아온 이치코.  시내로 나가려면 한시간 이상이 걸리는 작은 숲 속 같은 그 곳에서 자급자족하며 농촌 생활을 시작한다.  직접 농사지은 작물들과 채소, 그리고 제철마다 풍족하게 선물해주는 자연의 선물로 매일 정성껏 식사를 준비한다.  음식을 먹으며 음식과 얽힌 엄마와의 추억을 문득 떠올리는 이치코에게 낯익은 필체의 편지가 도착하는데..,,,,,,,,,,,,,,,,,
2015,139698,리틀드래곤 코코넛,애니메이션, 가족,허버트 베일란드, 니나 웰스,김경희, 유지원, 이소은,비행은 빵점, 의욕만큼 만점인 사고뭉치! 불꽃 드래곤 ‘코코넛’   채식 선언한 육식 드래곤! 반전매력의 먹보 드래곤 ‘오스카’   원정대의 똘똘 브레인! 새침한 비주얼의 뾰족 드래곤 ‘마틸다'  세 친구는 모두의 운명이 걸린 신비의 ‘불꽃풀’을 찾기 위해 위험천만한 모험을 떠난다.  과연 허당끼 가득한 드래곤 원정대가 미션을 수행하고, 위기에 빠진 드래곤 아일랜드를 지켜낼 수 있을까?!,,,,,,,,,,,,,,
2015,117878,마경,액션, 범죄, 스릴러,임초현,오언조, 장가휘, 안지걸,충직하고 강박적인 규율에 얽매이는 경관 웡(오언조)은 응급실 야간 근무 중 사고로 실려 온 환자에게 수혈을 해주게 되고 그 것이 희대의 살인마 혼(장가휘)을 살리는 일이라는 것을 알게 된다. 결국 혼은 병원에서 탈주하여 또 다시 무차별 총격전을 벌이게 되고, 수많은 경찰과 시민이 목숨을 잃게 된다.  죄책감에 사로잡힌 웡은 혼자서라도 혼과 일당들을 막아내기 위해 자신도 마귀가 되어 가는데…,,,,,,,,,,,,,,,
2015,134615,마녀와 야수,,,조우종, 유인나, 유상무,보이지 않을수록 더 많은 것을 볼 수 있는 이상한 소개팅 프로그램의 탄생. 특이한 얼굴로 특별한 데이트를 하는 신개념 데이트 프로그램,,,,,,,,,,,,,,,,,,
2015,144391,마녀의 성,,정효,최정원, 서지석,인생의 벼랑 끝에 돌싱이 된 시어머니, 며느리, 시누이. 세 여자가 갈등과 상처를 극복하고, 서로의 인생에 별이 되어주는 이야기,,,,,,,,,,,,,,,,
2015,143270,마농,공연실황,케네스 맥밀란,오렐리 뒤퐁, 로베르토 볼레,파리 근교의 여관. 수도원으로 향하던 마농과 대학생 데 그리외는 첫눈에 반해 사랑에 빠진다. 파리로 도피한 두 사람 앞에 마농의 오빠인 레스코와 재력가 GM이 나타나고, GM의 재력에 유혹당한 마농은 결국 그를 따라 나선다. 사랑과 돈 앞에서 방황하던 마농은 결국 매춘 혐의로 유배를 가게 되고, 그녀를 따라나선 데 그리외의 품에 안겨 숨을 거둔다.,,,,,,,,,,,,,,,,,
2015,141419,마님,멜로/로맨스,김광중,김정아, 김지훈, 명계남,사별 후 홀로된 젊은 마님(김정아 분)이 재혼을 하기 위해 찾아 온 북간도. 새롭게 연을 맺은 서방님은 재력과 덕망을 모두 갖춘 자상한 남편이었지만 합방도 하기 전 일본 순사의 손에 목숨을 잃고 만다. 커다란 저택에 다시 혼자가 된 마님. 남편의 곁을 지키던 이들이 모두 떠나고 할아범과 어린 종놈 바우 만이 그녀 곁에 남아 함께 살기 시작한다. 그러던 어느 날 자신을 쳐다보는 종놈 바우의 눈길이 예사롭지 않음을 느낀 마님은 미묘한 감정에 휩싸인다. 두 번의 짧은 결혼생활과 엄격했던 신분 때문에 여자로서의 욕망을 억누른 채 살아야 했던 그녀. 한번도 여자와 사랑해 본 적 없는 어린 바우의 은밀한 눈길이 싫지 만은 않다. 두 사람은 결국 할아범의 시선을 피해 금지된 사랑을 시작하는데…,,,,,,,,,,,,,,,,,,
2015,109162,마담 보바리,드라마, 멜로/로맨스,안느 퐁텐,젬마 아터튼, 파브리스 루치니, 제이슨 플레밍,마르탱(파브리스 루치니)은 빵집을 상속받으러 7년 전 노르망디에 돌아와, 그저 지루한 일상을 보내는 50대의 평범한 남편이자 아버지이다. 하지만 마르탱은 젊은 시절부터 소설 ‘마담 보바리’에 푹 빠져 있을 만큼 여전히 20대의 문학적 상상력을 가지고 있는 남자이다.  마르탱의 지루한 시골 일상에 작은 변화가 생긴다. 젊은 영국인 부부가 마르탱의 이웃으로 이사 온다. 마르탱은 새로운 이웃의 젊은 아내를 처음 본 순간 이상하리만큼 익숙하다. 남편이 자신들을 소개하는 순간, 마르탱은 놀라고 만다.  “여긴 제 아내 '젬마 보바리'고 전 '찰리'에요.”  ‘젬마(젬마 아터튼)‘와 ‘찰스 보바리’. 소설 ‘마담 보바리’의 주인공들이 마르탱의 이웃으로 온 것이다. 마르탱은 문학적 상상력을 발휘하고, 관능미 넘치는 젬마는 소설이 아닌 현실의 비극적인 결혼과 로맨스의 주인공으로 다가온다.  그러던 어느 날, 소설 속 비극이 실제로 일어난다.  젬마는 고향에 잠시 내려 온 귀족 플레리와 밀회하고, 그 모습을 마르탱이 훔쳐 보게 된다.   누구보다 소설의 끝을 잘 아는 마르탱은 젬마의 일거수일투족을 살피는데……,,,,,,,,,,,,
2015,94117,마담 보바리,드라마,소피 바르트,미아 와시코브스카, 에즈라 밀러, 폴 지아마티,가부장적인 집안에서 자란 엠마. 성실한 시골 의사와 결혼 해 집을 떠난다. 낭만적인 사랑이 펼쳐지는 결혼 생활을 꿈꿨지만, 갑갑한 시골 생활에 적응하지 못하고 일상의 권태로움을 느낀다. 그러던 중 우연히 지인의 소개로 레옹을 만나게 된 엠마. 남편과는 다른 도전적인 성격의 레옹에게 호감을 느끼고, 둘은 아무도 모르게 은밀한 만남을 갖기 시작 하는데…,,,,,,,,,,,,,,,,
2015,127449,마돈나,드라마,신수원,서영희, 권소현, 김영민,한 병원의 간호조무사 해림(서영희)과 의사 혁규(변요한)는 심장 이식이 필요한 전신마비 환자 철오를 담당하게 된다. 철오의 아들 상우(김영민)가 아버지의 재산을 얻기 위해 모든 수단을 동원해 아버지의 생명을 억지로 연장하고 있다는 사실을 알게 된 그들. 어느 날, 정체불명의 사고 환자 미나(권소현)가 실려오게 되고, 냉혹한 재벌 2세 상우는 해림에게 그녀의 가족을 찾아 장기기증 동의서를 받아오라는 위험한 거래를 제안한다. 상황이 어려웠던 해림은 제안을 어렵게 수락하고, ‘마돈나’라는 별명을 가졌던 미나의 과거를 추적해가며 충격적인 비밀들을 마주하게 되는데…    “전 최선을 다했어요…언제나”,,,,,,,,,,,,,,,
2015,128486,마리 이야기: 손끝의 기적,드라마,장 피에르 아메리,아리아나 리부아, 이자벨 까레,빛도 소리도 없는 세상에 갇힌 마리는 누구에게도 마음을 열지 않는다.  수도원에 온 마리를 만난 순간 소녀의 따뜻한 영혼을 느낀 수녀 마가렛은  마리가 세상과 소통할 수 있도록 자신의 생을 바쳐 돕기로 결심한다.  마가렛은 마리가 가장 애착을 가지고 있는 물건을 이용해 수화를 만들고,   반항심으로 똘똘 뭉친 마리는 그런 마가렛의 헌신에 조금씩 마음을 열기 시작한다.  두 사람은 전쟁과도 같은 교육의 시간을 겪으며 서로를 조금씩 변화시키지만,  이별의 시간 또한 가까워오는데…,,,,,,,,,,,,,,,,,
2015,145668,마리와 나,,김노은,강호동, 이재훈, 심형탁,여행, 출장 등 여러 가지 피치 못할 사정으로 반려동물과 떨어져야 하는 주인들! 아무에게나 맡길 수 없고, 마음이 불안하기 마련인데. 그래서 탄생한 '동물 위탁 서비스'. 주인은 동물들을 믿고 맡길 수 있고, 동물들은 행복한 시간을 보낼 수 있는 맞춤형 서비스가 온다! 직접 집으로 찾아가서 돌봐주는 '출장 서비스'부터, 주인이 원하는 장소까지 데리러가는 '픽업 서비스' 매주 정기적으로 만나서 정을 쌓아가는 '장기 서비스'까지, 반려동물들의 식사, 잠자리 제공은 기본이고, 목욕, 산책, 운동, 미용까지! 개, 고양이는 물론이고, 애완 토끼, 돼지, 닭, 당나귀 등 여러 종류의 동물들과 함께하며 다양한 볼거리와 동물 관련 정보를 제공하고 동물과 인간의 색다른 교감을 이끌어내는 프로그램.,,,
2015,73433,마법의 히드라,SF, 공포,앤드류 프렌더게스트,조지 스털츠, 돈 올리비에리, 드웨인 애드웨이,전직 특공대원이었던 놀런은 세 명의 낯선 이들과 함께 선박의 화물칸에서 정신이 든다. 범죄를 저지르고 유죄를 선고 받았던 그들은 캠든이 계획한 인간사냥 게임을 위해 잡혀온 사냥감이다. 인간사냥 게임은 무인도에서 사냥감들에게 24시간을 주고, 그 후 정의의 심판이라는 미명하에 그들을 잔인한 사냥게임을 벌이려는 것이었다. 이 인간사냥 게임은 가족을 범죄 때문에 잃은 적이 있는 갑부 네 명의 의뢰를 받아 캠든이 계획한 것이었다. 하지만 그들이 찾아간 무인도에는 더욱더 잔인한 괴물이 기다리고 있었으니, 그것은 흉칙한 뱀의 머리를 한 히드라... 그곳에선 모두가 사냥감이 된다.,,,,,,,,,,,,,,,
2015,129049,마션,모험, 드라마, SF,리들리 스콧,맷 데이먼, 제시카 차스테인, 세바스찬 스탠,NASA 아레스3탐사대는 화성을 탐사하던 중 모래폭풍을 만나고 팀원 마크 와트니가 사망했다고 판단,  그를 남기고 떠난다.  극적으로 생존한 마크 와트니는 남은 식량과 기발한 재치로 화성에서 살아남을 방법을 찾으며  자신이 살아있음을 알리려 노력한다.     마침내, 자신이 살아있다는 사실을 지구에 알리게 된 마크 와트니     NASA는 총력을 기울여 마크 와트니를 구출하기 위해 노력하고,  아레스 3 탐사대 또한 그를 구출하기 위해 그들만의 방법을 찾게 되는데……      전세계가 바라는 마크 와트니의 지구 귀환!  그는 과연 살아 돌아올 수 있을 것인가?,,,,,,,,,,,,,
2015,143001,마을-아치아라의 비밀,,이용석,문근영, 육성재, 신은경,평화로운 마을에 암매장된 시체가 발견되면서 벌어지는 일을 그린 드라마,,,,,,,,,,,,,,,,,,
