year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2015,135407,,,,,,,,,,,,,,,,,,,,,,,,,
2015,130377,불안한 외출,다큐멘터리,김철민,윤기진, 황선,학생운동을 했다는 이유로 10년의 수배생활과 5년의 감옥생활을 했던 윤기진. 그는 2011년 감옥에서 출소한다. 수배 중에 결혼을 해 두 딸을 낳았지만 한번도 같이 살아본 적이 없다. 출소하면서 처음으로 가족과 살게 되면서 두 딸과 함께 할 소박한 일상을 꿈꾼다. 하지만 출소 하루 전 감옥에서 쓴 편지를 이유로 검찰은 다시 그를 국가보안법 위반으로 기소하는데... 출소와 함께 시작된 재판. 그는 1년만에 다시 감옥에 갇힐지 모른다.    엄마는 ‘종북 마녀’, 아빠는 10년째 외출 중.   범상치 않은 이 가족에게 허락된 단 1년의 시간.   이 가족, 앞으로 함께 살 수 있을까?,,,,,,,,,,,,,,,,,
2015,133274,불타는 청춘,,박상혁,김도균, 김국진, 강수지,중견 스타들이 서로 자연스럽게 알아가며 진정한 친구가 되어가는 과정을 담은 리얼리티 프로그램,,,,,,,,,,,,,,,,,,
2015,139230,불후의 재발견,,,홍경민, 이세준, 신용재,불후의 명곡'을 통해 재발견 된 가수들의 음악이야기와 비하인드 스토리를 담은 새 파일럿 예능프로그램,,,,,,,,,,,,,,,,,,
2015,121745,붓다:위대한 여정,애니메이션, 모험,코무라 토시아키,요시나가 사유리, 마츠야마 켄이치, 마키 요코,2,500년 전 인도, 코살라국과 마가다국은 갠지스강의 지배권을 놓고 전쟁 중이었고, 히말라야 기슭의 조그만 왕국인 샤카국 역시 코살라국의 계속된 공격을 받는다. 전쟁에 말려든 사람들은 고통 속에서 샤카국을 구원할 후계자의 탄생을 갈망했고 그들의 소원을 이루어주기라도 하듯 새로운 왕위를 이을 왕자가 태어난다. 지상의 모든 생명체로부터 축복을 받으며 태어나, 「세상의 왕이 될 것이다」라는 예언을 받은 그의 이름은 싯다르타.   사람들의 고통과 죽음에 대해 번민하는 청년으로 성장한 싯다르타는 무엇 하나 부족할 것 없는 자신의 신분을 버리고 자신을 번민하게 하는 것들에 대한 답을 찾기 위해 멀고 먼 여행을 떠나는데...,,,,,,,,,,,,,
2015,129050,뷰티 인사이드,멜로/로맨스,백종열,한효주, 김대명, 도지한,남자, 여자, 아이, 노인.. 심지어 외국인까지! 자고 일어나면 매일 다른 모습으로 변하는 남자, ‘우진’.   그에게 처음으로 비밀을 말하고 싶은 단 한 사람이 생겼다.  드디어 D-DAY! ‘우진’은 그녀에게 자신의 마음을 고백하기로 하는데…    “초밥이 좋아요? 스테이크가 좋아요?  사실.. 연습 엄청 많이 했어요.   오늘 꼭 그쪽이랑 밥 먹고 싶어서…”,,,,,,,,,,,,,,
2015,109473,뷰티풀 라이,드라마,필리프 팔라도,리즈 위더스푼, 아놀드 오셍, 게르 두아니,1987년 수단, 내전으로 부모를 잃은 ‘테오’, ‘마메르’, ‘예레미아’, ‘폴,’ ‘아비탈’은 반군들을 피해 수천 마일 떨어진 케냐의 난민촌으로 향한다. 난민들을 뒤쫓던 반군들에게 아이들이 발각될 위험에 처하자, 형 ‘테오’가 기지를 발휘해 본인만 반군들에게 붙잡혀간다. 13년 뒤, 난민촌에서 벗어나 미국에 정착할 기회를 얻어 비행기에 오른 네 사람. 하지만 미국 공항에서 여동생 ‘아비탈’이 다른 주로 떠나며 그들은 이별하게 된다. 슬픔에 잠긴 세 사람 앞에 픽업 나온 직업 상담사 ‘캐리’가 나타나고, 그녀의 도움을 받아 낯선 미국 환경에 적응해 나간다. 그러던 어느 날 ‘마메르’는 케냐의 난민촌에서 온 한 통의 편지를 받게 되는데…,,,,,,,,,,
2015,120553,블랙 앤 화이트: 던 오브 저스티스,드라마, 액션, 범죄,채악훈,조우정, 장균녕, 테리 관,비행기 테러사건을 막아낸 ‘우차오’ 형사는 일약 스타가 되어 바쁜 나날을 보낸다.     그러던 중 정체를 숨긴 악당들이 주요 지명 수배범들을 이용해 잔인한 자살폭탄테러를 자행하고, 하버시티는 전기와 모든 통신이 마비된 채 완전히 고립되며 어둠에 잠긴다.  그 과정에서 비행기 테러 당시 우 형사가 죽었다고 진술했던 삼합회 조직원 ‘슈다푸’의 생존 사실이 알려지고, 우 형사의 형사생활은 위기에 처하고 만다.     설상가상 하버시티를 장악한 악당들은 치명적인 생화학 무기를 이용해 하루 안에 도시의 모든 생명체를 쓸어버리겠다고 협박해 오는데…     사상 최악의 바이러스 테러 발생!  24시간 안에 하버시티를 구하라!,,,,,,,,,,,,,,
2015,124285,블랙버드,드라마,지나 프린스-바이스우드,구구 바샤-로, 네이트 파커, 미니 드라이버,최강 스태프들에 의해 철저하게 스타로 만들어진 노니. 빌보드 1위를 거머쥔 생애 최고의 날,호텔에서 자살 소동을 일으키는데...,,,,,,,,,,,,,,,,,
2015,141406,블랙홀,SF,마크 스티븐 그로브,나탈리 디스틀러,바이올린을 공부하는 평범한 고등학생 매티와 제스.  어느 날부터 매티는 다른 장소로 이동하거나 사람들과 사물이 갑자기 사라지거나  다르게 보이는 이상한 일들이 이러나기 시작한다. 급기야 절친인 제스까지 자신의 남자친구를  뺐었다며 매티를 몰아부친다. 큰 혼란에 빠진 매티를 정체 모를 두 남자가 납치를 한다.  납치한 남자들은 자신이 살고 있는 세계와 주변에 있는 사람들은 모두 거짓된 환상일 뿐이라는  진실을 이야기 해준다. 믿기힘든 진실을 외면하려고 하는 매티에게 똑같은 증상을 겪는 사람을 만나게 되고  둘은 그 곳을 탈출할 계획을 세운다. 그러던 중 장소와 시간이 뒤바뀌는 현상이 점차 많이 일어나고  미지의 세계에 빠져 현실을 마주하게 되는데...,,,,,,,,,,,,,,,,,,,,
2015,129274,블러드,드라마,기민수,안재현, 구혜선, 지진희,뱀파이어 의사의 활약상과 멜로를 담은 판타지 메디컬 드라마,,,,,,,,,,,,,,,,,,
2015,122615,블러바드,드라마,디토 몬티엘,로빈 윌리엄스, 밥 오덴커크, 케시 베이커,평생을 평범하고 안정적인 삶을 살아온 은행원 ‘놀란’.  그의 평범한 일상은 매일 퇴근 후   아내 ‘조이’와 함께 보내는 것으로 마무리된다.  ‘놀란’은 우연히 낯선 길에서 젊은 청년 ‘레오’를 만나고  자신과 전혀 다른 인생의 ‘레오’에게 혼란스러운 감정을 느낀다.    평범했던 ‘놀란’의 일상은 ‘  레오’를 만난 뒤 비밀 가득한 삶으로 변하게 되는데..    짧은 만남, 낯선 감정  인생 마지막, 예상치 못한 사랑이 찾아온다.,,,,,,,,,,,,,,,,
2015,124737,블루룸,드라마, 멜로/로맨스, 범죄, 스릴러,마티유 아말릭,마티유 아말릭, 리아 드러커, 모나 자파,학창시절 알고 지낸 한 고교 동창 쥴리앙과 에스더는 각기 다른 가정을 꾸리며 살아가던 중  평온한 일상을 뒤흔드는 위험한 재회를 하게 된다. 그들은 짙고 푸른 비밀의 방에서 밀애를 통해  육체적 사랑의 탐닉에 빠져 들지만 격정의 뜨거움이 달아오를수록 서로는 사랑에 대한 두려움에 갇히게 되는데…,,,,,,,,,,,,,,,
2015,134954,비밀,미스터리, 드라마,박은경, 이동하,성동일, 손호준, 김유정,전국을 떠들썩하게 만든 연쇄 살인 사건,  극적으로 범인을 검거한 형사 ‘상원’(성동일)은 홀로 남겨진 살인자의 딸을 데려다 키운다.    그리고, 10년의 세월이 지난 후,  평온한 부녀 앞에 비밀을 쥔 의문의 남자 ‘철웅’(손호준)이 ‘정현’(김유정)의 선생님으로 나타나는데…    살인자의 딸  그 아이를 키운 형사  그리고, 모든 비밀을 움켜쥔 한 남자    만나지 말았어야 할 세 사람의 재회로  10년 전 그날의 비밀이 서서히 드러난다!,,,,,,,,,,,,
2015,143503,비밀독서단,,한율, 김진일, 박동현,송은이, 김숙, 오상진,별별 세상, 독서가 답이다!   비밀스럽고 은밀한 ‘비밀’ 독서단은 안녕!   전 국민이 참여&amp;공감할 수 있는 현실 맞춤! 생활밀착형!  시청자와 쌍방향 소통을 지향하는 ‘오픈’ 독서단으로 재탄생!  보다 쉽고 친근한 모습으로 돌아온 ＜비밀독서단＞!!,,,,,,,,,,,,,,,
2015,140052,비밀병기 그녀,,,데프콘, 장수원, 붐,걸그룹 버라이어티로 끼와 매력이 노출되지 않은 걸그룹 10인이 출연해 다양한 미션을 주제로 대결, 순위를 매기는 프로그램,,,,,,,,,,,,,,,,,
2015,142012,비법,,서승한,윤종신, 강남, 김준현,대한민국 국민이라면 누구나 참여할 수 있는 대국민 참여 레시피 프로그램,,,,,,,,,,,,,,,,,,
2015,113983,비비안 마이어를 찾아서,다큐멘터리,존 말루프, 찰리 시스켈,존 말루프, 비비안 마이어,2007년 한 남자에 의해 우연히 발견된 10만통의 필름.  누구에게도 공개된 적 없던 사진을 남긴 천재 사진작가 ‘비비안 마이어’  그녀는 누구인가?,,,,,,,,,,,,,,,,,,
2015,144705,비야누에바, 악마라 불린 천재,다큐멘터리,후안 안드레스 베이요,,베네수엘라의 카라카스 대학 건물은 현대 건축에 있어 중요한 좌표를 제시한다. 2000년에 유네스코 세계유산으로 등재된 이 건축물은 20세기 라틴 아메리카의 건축을 이끌었던 카를로스 라울 비야누에바가 디자인한 것이다. 이전에는 공개된 적 없는 희귀 자료와 영상을 사용한 이 다큐멘터리는 카라카스 대학 프로젝트가 어떻게 시작되었는지 그리고 건축사 비야누에바가 이 ‘배움의 도시’ 건설로 무엇을 이루고자 했는지를 이해할 수 있도록 기회를 제공한다.,,,,,,,,,,,,,,,,,,,
2015,118390,비치하트애솔,드라마, 멜로/로맨스,이난,권현상, 이가흔,우리 몸에 버튼이 있어. 그 버튼을 누르면 안 좋은 기억들이 싹 지워져.    나쁜 거 쪽팔린 거 안좋은 거 전부 다…   근데 자기는 모르고 다른 사람한테만 보여. 진심이 있는 사람에게만.     정남은 명품 대신 짝퉁을 배달한다. 진이는 꽃 대신 몸을 판다.  세탁소 앞 골목길, 진이가 숫자를 세며 누군가를 기다린다. 하지만 아무도 오지 않는다. 그런 진이를 정남은 계속 지켜본다. “지금 몇 시예요?” 몇 번 말을 걸어보지만 진이는 매번 처음인 듯 냉랭하기만 하다. 사창가 뒷골목에서 포주인 용수에게 맞고 있는 진이를 정남이가 구해주었을 때도 이들은 처음 만난 듯 어색하다. 그러던 어느 날, 건달 손님에게 두들겨 맞고 쓰레기 더미에 쓰러져 있는 정남을 진이가 발견하고 자기 집으로 데려간다. 거리를 배회하며 엇갈리기만 했던 두 사람은 함께 지내고 여행을 떠나는 등 가까워진다. 사랑을 위해 새로운 삶을 꿈꾸는 두 사람, 이들의 사랑은 이루어 질 수 있을까?,,,,,,,,,,,,,,,
2015,141734,비키니 워리어즈,애니메이션, 판타지,쿠즈야 나오유키,히카사 요코, 우에다 카나, 카쿠마 아이,과거 나라를 구한 전설의 영웅의 딸, 파이터를 비롯해 팔라딘, 메이지, 다크 엘프 4명은 왕명을 받아 세계멸망의 위기에 막기 위해 여행을 떠난다. 과연 파이터와 동료들은 세상을 구할 수 있을까? 그런 건 아무래도 좋으니, RPG 네타가 가득한 개그와, 무엇보다 그녀들의 섹시한 자태를 기대하라!,,,,,,,,,,,,
2015,81464,빅 아이즈,드라마,팀 버튼,에이미 아담스, 크리스토프 왈츠,딸과 생활하는 마가렛은 우연히 만난 월터 킨과 운명적인 사랑에 빠지게 된다.  마가렛이 그린 독특한 그림  ‘빅 아이즈’를 월터가 미술계에 팔기 시작하면서  ‘빅 아이즈’는 전 세계를 뒤흔드는 최고의 인기를 얻게 된다.  마가렛은 월터 덕분에 부와 명성을 얻게 되지만, 사람들 앞에서는 물론 딸 앞에서까지   ‘빅 아이즈’의 진짜 화가 행세를 하는 월터를 보며 충격에 빠진다.  결국 마가렛은 그림에 숨겨진 모든 진실을 밝히기로 결심하게 되는데…,,,,,,,,,,,,,,,,,,
2015,109911,빅 히어로,애니메이션, 액션, 코미디, 가족, SF,돈 홀, 크리스 윌리엄스,다니엘 헤니, 라이언 포터, 스콧 애짓,천재 공학도 ‘테디’가 개발한 힐링로봇 ‘베이맥스’!  ‘테디’의 동생이자 로봇 전문가인 ‘히로’는 도시가 파괴될 위기에 처하자   ‘베이맥스’를 슈퍼히어로로 업그레이드 하는데…  과연 이들은 도시의 위험을 막아낼 수 있을까?,,,,,,,,,,,,,
2015,144616,빅프렌드,,,백지연, 장동민,빅프렌드 위원회에 사연을 접수한 주인공을 위해 500명의 시청자 집단이 모여 실시간으로 소통하는 인터랙티브 TV쇼,,,,,,,,,,,,,,,,,,,
2015,133169,빌리와 용감한 녀석들 3,애니메이션,척 파워스,엄상현, 조현정, 숀 애스틴,정글 생활이 힘들기만 한 외톨이 개구리 ‘빌리’는  자신이 원래 사람이었다는 말만 믿고,  다시 사람이 되기 위해 인간들의 도시로 가겠다고 결심한다.  그의 꿈을 응원하는 절친 날다람쥐 ‘샌디’, 수다쟁이 앵무새 ‘테런스’,  그리고 친절한 하마 부부 ‘올리’와 ‘조조’도 ‘빌리’의 여행에 함께 한다.  하지만 사나운 악어의 공격과 무서운 인간들까지 만나면서  아슬아슬한 모험을 하게 되는 ‘빌리’와 용감한 녀석들!    과연 ‘빌리’와 용감한 녀석들의 정글 어드벤처는 성공할 수 있을까?,,,,,,,,,,,,,,,
2015,129392,빛나거나 미치거나,드라마,손형석,장혁, 오연서, 이하늬,고려시대 저주받은 황자와 버려진 공주가 궁궐 안에서 펼치는 로맨스를 담은 드라마,,,,,,,,,,,,,,,,,,
2015,140922,빨간 핸드백,,,이휘재, 배상훈, 곽정은,여성범죄자 40만 명! 그녀들은 왜 범죄자가 됐을까? 핸드백 속 단서들을 토대로 사건의 이면에 숨겨진 여성의 심리를 추리하는 본격 심리 토크쇼,,,,,,,,,,,,,,,,,,
2015,141704,빨강머리 백설공주,애니메이션,안도 마사히로,,사과처럼 붉은 머리를 가진 아름다운 소녀가 머리색깔 때문에 자신을 마음에 들어 하는 왕자를 피해 왕국을 떠나 도피하면서 펼쳐지는 모험 이야기,,,,,,,,,,,,,,,,,,,,
2015,143253,뽀로로 극장판 컴퓨터 왕국 대모험,애니메이션,박영균,이선, 이미자, 함수정,어느 날, 에디가 만들어 낸 ‘황금날개 대모험’이라는 게임 속으로 빨려 들어간 뽀로로와 크롱!  그 곳에서 게임의 주인공 치치왕자를 만난 뽀로로와 크롱은 함께 ‘황금날개’를 찾아 공주를 구하기 위한 모험을 떠나게 된다.  한편, 그 둘을 따라 들어온 친구들은 게임 속 세상을 노리는 거미마왕의 부하들에게 잡혀가게 되는데…  과연 뽀로로와 친구들이 함께 거미마왕을 물리치고, 게임 속에서 탈출할 수 있을까?!,,,,,,,,,,,,,,,
2015,127895,사대명포 3 : 종극대결전,액션, 무협,진가상,유역비, 덩차오, 예성,철수대형이 자기 가족을 죽인 12명 중 한 명이었다는 사실을 알게 된 무정은 신후부를 떠나고, 민심을 살피기 위해 행차 나온 황상은 급습을 당하고 쫓기는 신세가 되어 신후부로 피신한다. 황상이 신후부에 있을 거라고 눈치챈 반역세력은 신후부를 공격하지만, 제갈정아와 사대명포의 반격으로 실패한다. 반역의 배후에 채 승상이 있을 거라고 확신한 황상은 무정, 추명과 함께 군대를 소집하여 마지막 결전을 준비하는데..,,,,,,,,,,,,,,
2015,121922,사도,드라마,이준익,송강호, 유아인, 문근영,재위기간 내내 왕위계승 정통성 논란에 시달린 영조는  학문과 예법에 있어 완벽한 왕이 되기 위해 끊임없는 노력을 기울인다.  뒤늦게 얻은 귀한 아들 세자만은 모두에게 인정받는 왕이 되길 바랐지만  기대와 달리 어긋나는 세자에게 실망하게 된다.     “언제부터 나를 세자로 생각하고, 또 자식으로 생각했소!”  어린 시절 남다른 총명함으로 아버지 영조의 기쁨이 된 아들  아버지와 달리 예술과 무예에 뛰어나고 자유분방한 기질을 지닌 사도는  영조의 바람대로 완벽한 세자가 되고 싶었지만  자신의 진심을 몰라주고 다그치기만 하는 아버지를 점점 원망하게 된다.     왕과 세자로 만나 아버지와 아들의 연을 잇지 못한 운명,  역사상 가장 비극적인 가족사가 시작된다.,,,,,,,,,,,,,,,,
2015,143907,사람과 사람들,다큐멘터리,하근, 김세건, 구판정,,1. 소득 수준의 향상과 고령화 등으로 말미암아 개인의 가치관은 다양해졌고   새로운 방식의 삶을 선택하는 사람 또한 매우 많아지고 있다.  이 프로그램은 나름의 문제의식을 가지고 새로운 삶을 선택한 개인들을 주목한다.    2. 그 개인들의 삶을 ‘관찰’함으로써 어떻게 살아갈 것인가 고민하는 사람들에게는   실용적인 정보와 생활의 트랜드를 보여주고 그렇지 않은 이들에게는 대리만족의 즐거움을   안겨다 준다.    3. 주변 사람과의 관계를 중시한다. ‘사람은 관계 속에서 존재한다’ 주인공과 그 주변   사람들이 어떻게 관련 맺는 지를 관찰한다.,,,,,,,,,,,,,,,,,,
2015,129429,사랑, 육체를 느낄 때,드라마, 멜로/로맨스,안도 히로시,이치카와 유이, 이케마츠 소스케,젖은 알몸으로 서로에게 기대 앉아 있는 에미코와 히로시. 에미코가 눈물을 흘리자 히로시가 그녀의 어깨를 부드럽게 감싸 안는다.   에미코와 히로시는 고등학교 신문부 동아리 선후배이다.   에미코가 수업에 빠지고 동아리방에서 시간을 보내던 어느 날, 히로시가 에미코에게 키스를 제안한다.   “나를 좋아해요?”, “아니 그냥 키스가 하고 싶을 뿐이야” 에미코는 키스를 허락한다.   그날 방과 후, 카페에 마주 앉은 두 사람. 에미코는 그 동안 마음 속에 품고 있는 히로시에 대한 감정을 고백한다.   히로시는 여자의 몸을 좋아하는 것뿐이라며 거절한다. 그날 이후 히로시는 에미코를 피해 다닌다.   “너를 보면 자꾸 건드리고 싶어져”, “선배가 원하는 건 내 몸 뿐이잖아요?”, 에미코는 더욱 적극적으로 다가가 그의 섹스 파트너가 된다.   시간이 흘러 어머니의 비난도, 대학 진학도 포기한 에미코는 히로시 곁에 머물기 위해 도쿄로 떠난다. 그렇게 두 사람의 육체적 관계는 지속된다.   사랑을 얻기 위해 몸을 던진 에미코, 몸을 탐하기 위해 그녀를 붙잡고 있는 히로시. 두 사람은 끝까지 서로가 원하는 것을 가질 수 있을까?,,,,,,,,,,
2015,143229,사랑과 성욕의 차이,에로,하세가와 쿠니히로,이가와 나나코,7살 연하의 다정한 남편과 살고 있던 요코. 그러나 어느 날 갑자기 남편은 출근한 이후로 집에 돌아오지 않는다. 그리고 예전에 같이 호스테스 생활을 하던 친구의 전화로 요코는 남편 카즈가 젊은 호스테스 아케미와 함께 있다는 것을 알게 된다. 반신반의하며 찾아가 본 그곳에, 두 사람은 신혼인양 살고 있었다. 절대 지고 싶지 않았던 요코는 그길로 짐을 싸서 둘의 집에 들어가고, 그날로부터 이 세 명의 기묘한 동거가 시작된다. 요코는 가사일을 도맡아 하고 무시당하는 굴욕을 느끼면서도 카즈를 되찾기 위해 그곳에 머무르지만 카즈와 아케미 두 사람의 횡포는 점점 심해져가는데...,,,,,,,,,,,,,,,,,,
2015,92455,사랑과 전쟁,드라마, 멜로/로맨스, 전쟁,대니 무니,리암 헴스워스, 테레사 팔머, 에이미 티가든,매사에 장난스럽고 전쟁조차 가볍게 생각하는 참전 군인 '미키'(리암 헴스워스)는 휴가를 맞아 '달튼'의 고향에 함께 간다. '미키'는 그곳에서 반전 운동을 하는 똑똑하고 매력적인 여기자 '캔디스'(테레사 팔머)를 만나 한눈에 반한다. 그녀의 환심을 사기 위해 '미키'는 전쟁이 싫어 군에 저항하다 탈영한 혁명가 행세를 하고 마을의 영웅이 된다. 그의 모습에 마음을 연 '캔디스', 그 역시 그녀를 진심으로 사랑하게 된다.  하지만 '캔디스'는 그의 정체를 눈치채기 시작하고 '미키' 역시 그녀에게 진실과 진심을 말할 시간도 없이 군대 복귀일은 다가오는데...,,,,,,,,,,,,,,,
2015,133234,사랑밖엔 난 몰라,에로,고토 토시히로,쿠라하치 케이,무기력한 만년 알바생 유우. 그는 20대 중반을 넘어선 나이에도 고향의 홀어머니가 보내 주신 식료품에 의존하고 정식으로 취업할 생각도 없는 청년이다. 딱히 애완동물을 좋아하지도 않지만 별로 할 일도 없고 보수도 나쁘지 않아 애견샵에서 점원 아르바이트를 하며 시간을 보내고 있다. 그의 친구 타로 또한 별다를 바 없다. 미팅 사이트에서 여자인 척 하며 남성 회원들을 모으는 바람잡이 역할을 하고 있는 것. 유우는 그나마 곁에 있던 여자 친구 아이와도 막막한 미래를 이유로 헤어지게 된다. 그리고 요즘 들어 마른 기침이 멎지 않아 괴로운 터에, 마침 아이의 아버지도 병으로 돌아가셨다는 걸 떠올리고 그녀에게 증상을 듣는다. 아이의 아버지는 폐암으로 돌아가셨는데, 본인의 증상이 그와 같단 걸 알고 혼란에 빠지는 유우. 병원 진찰도 미뤄가며 우울과 비탄에 젖어 시간을 보낸다. 그리고 자신이 이대로 아무것도 남기지 못 한 채 세상을 떠야 한다는 것이 못내 분해 생각다 못 해, 자신의 자식을 낳아주는 여성에게는 천만엔을 주겠다며 찾아 나선다. 타로의 소개로 미팅 사이트도 이용해 보고, 길거리에서 원조교제도 해 보고, 술집에서 소개도 받아 보지만 역시 유우의 제안을 흔쾌히 받아들이는 사람은 없다. 그리고 그런 유우가 못내 안타까운 아이. 그녀는 결국 그를 위해 그와 정사를 나눈다.,,,,,,,,,,,,,,,
2015,133279,사랑에도 저작권이 있나요?,코미디,최경진,최재환, 왕빛나,‘선배 여친과 홧김에 섹’, ‘친구 누나 시리즈’ 등 인터넷 인기 야설의 작가 아놀드. 현실은 입시학원 강사이자 신춘문예 당선을 꿈꾸는 생계형 작가 동명(최재환). 어느 날 그의 앞에 첫 사랑 소연(왕빛나)이 나타난다. 그가 쓴 소설 중 ‘선배 여친과 홧김에 섹’의 저작권을 주장하며 그 동안 벌은 수익금을 나눠달라는 것! 가뜩이나 첫 사랑 실패 후 소연을 증오하며 삐뚤어진 여성관을 갖고 있는 동명에게는 기가 찰 노릇이다. 소연은 저작권료를 받기 전까지는 절대 못 간다며 동명의 집에 주저 앉고 동명은 그래도 돈은 안 줄 거라며 소연을 없는 사람 취급하지만 그녀는 오히려 속옷 차림으로 돌아다니며 십 년 전 그때처럼 줄 듯 말듯 애간장만 태운다.     소연은 자신이 주인공으로 등장한 인기 야설의 저작권을 인정받을 수 있을까?   동명은 그가 쓴 야설 속 주인공들처럼 첫사랑 그녀와 뜨거운 사랑을 나눌 수 있을까?,,,,,,,,,,,,,,,,,,
2015,46448,사랑을 위한 여행,드라마, 멜로/로맨스,우다얀 프라사드,크리스틴 스튜어트, 에디 레드메인, 윌리암 허트,세상으로부터 버림받은 소년과 소녀가 만나 무작정 길을 나섰다.   그들은 6년 만에 세상으로 나와, 떠나야만 했던 사랑을 다시 찾아 나선   한 남자를 만나 함께 기약 없는 여행을 떠나는데…    여행의 끝에서 모두 행복할 수 있을까?,,,,,,,,,,,,,,,,
2015,143812,사랑의 섬,드라마, 멜로/로맨스,파울루 로샤,루이스 미구엘 신트라, 클라라 조아나, 지타 두아르테,19세기 포르투갈의 작가인 벤세슬라우 드 모라이스의 특별한 삶을 다룬 영화. 가족을 뒤로하고 포르투갈의 식민지였던 마카오로 건너간 그는 중국 여인과 결혼한다. 그리고 다시 일본 여인과 사랑에 빠져 남은 인생을 일본에서 보내기로 한다. 1982년 칸영화제 경쟁부문 상영작.,,,,,,,,,,,,,,,,,
2015,125431,사랑이 이긴다,가족, 드라마,민병훈,장현성, 최정원, 오유진,매력 있는 외모에 출중한 학벌까지 갖춰 언제나 자신만만했던 은아는 결혼 이후 찾아온 불만족스러운 현재를 자신의 딸 수아를 통해 보상받으려 한다. 국제수학올림피아드 선수이기도 한 수아는 수학뿐만 아니라 과학, 외국어에도 능통한 인물이다. 하지만 은아는 그런 수아에게 만족하지 못하며 항상 더 높은 수준을 기대하며 다그친다. 엄마로부터 인정받는 것이 인생의 목표였던 수아는 점점 더 깊은 공허함과 외로움을 느끼며 삶으로부터 지쳐간다. 수아는 행복이 무엇인지 묻지만 누구도 손을 잡아주지 않자 결국 큰 결심을 하게 된다.     한편 은아의 남편 상현은 대학병원 내과 의사로 성공한 인텔리이다. 하지만 쉽게 타협하지 않는 권위적이고 독단적인 태도로 인해 자신의 조교와 성추행 문제를 놓고 법정 다툼을 벌인다. 그러던 어느 날, 술에 취해 귀가하던 중 택시비 3만 원을 놓고 택시기사 동식과 한바탕 소동을 피우게 된다. 지구대에까지 끌려온 상현은 찾아온 아내에게 결백을 믿어 달라고 말하지만 은아의 표정은 무덤덤하다 못해 싸늘하기까지 하다. 자신을 둘러싼 끝없는 소음과 함께 아내에게 신뢰받지 못한다는 자괴감에 빠진 상현은 결국 은아가 보는 앞에서 분신을 시도한다.,,,,,,,,,,,,,,,
2015,137757,사랑하는 은동아,,이태곤,주진모, 김사랑, 김태훈,20년간 한 여자만을 사랑한 어느 남자의 기적 같은 사랑 이야기,,,,,,,,,,,,,,,,,,
2015,143814,사막의 장미,,안토니오 레이스, 마르가리다 코르데이로,아나 움벨리나, 안토니오 레이스, 페드로 타멘,두 감독의 영화 중 가장 덜 알려졌지만 가장 실험적이고 문학적인 작품. 감독은 카프카와 몽테뉴 등의 작업에서 텍스트를 빌려온 다음 이를 원초적인 자연의 이미지와 함께 제시한다. 사람들은 과거와 현재를 오가며 사색에 잠긴다.,,,,,,,,,,,,,,,,,
2015,137412,사악한 정사,에로,카와사키 히로유키,모모이 사나에, 나미카와 히로키,강도인 칸다타와 시시마루는 산길을 지나는 사람들을 죽인 후 재물을 빼앗아 먹고 산다. 살인을 거리낌 없이 하는 시시마루와 달리 칸다타는 벌레 하나 못 죽이는 성격이지만 어릴 때 어머니에게 버림받은 이후 죽은 여자들을 강간하는 버릇이 있다. 어느 날 두 사람은 산길에서 만난 여자 토요를 끌고 가 겁탈을 하지만 토요 역시 남자를 홀려 재물을 훔치는 여자인데 토요의 정체를 눈치 챈 시시마루는 그녀를 죽이고 또한 뺏은 재물을 독차지하기 위해 칸다타마저 칼로 찔러 죽여 버린다. 죽은 칸다타와 토요는 지옥에 들어서고  끝없는 고통을 겪던 칸다타는 그곳에서 자신을 아빠라 부르는 한 소녀를 만나게 되는데...,,,,,,,,,,,,,,,,,,,
2015,81967,사우스포,드라마, 액션,안톤 후쿠아,제이크 질렌할, 레이첼 맥아담스, 우나 로렌스,43승 0패의 무패 신화를 달리고 있는 라이트 헤비급 복싱 세계챔피언 ‘빌리 호프’(제이크 질렌할).  사랑하는 가족과 함께 호화로운 삶을 누리던 그는 어느 날 한 순간의 실수로 아름다운 아내 '모린’(레이첼 맥아덤즈)을 잃고 만다. 예상치 못한 비극에 믿었던 매니저와 친구들마저 떠나버리고, 자책과 절망 속에 살아가던 그는 결국 하나뿐인 딸 ‘레일라’의 양육권마저 빼앗길 위기에 처하게 된다.  이제 남은 것이라곤 두 주먹뿐인 그가 찾아간 곳은 다 무너져가는 동네 체육관에서 아마추어 복서들을 가르치는 은퇴한 복싱 선수 ‘틱’(포레스트 휘태커). ‘틱’은 분노로 가득찬 빌리에게 스스로를 보호하는 싸움법과 왼손잡이 펀치, ‘사우스포’를 가르친다. 이제 빌리는 딸을 되찾고 자랑스러운 아빠로 거듭나기 위해 생애 가장 어려운 시합에 올라서기로 결심하는데…     마침내 시작된 최후의 도전!  멈춰버린 심장을 다시 뛰게 할 짜릿한 승부가 펼쳐진다!,,,,,,,,,,,,,,,
