year,code,title,genre,directors,actors,story,,,,,,,,,,,,,
2018,172001,얼터드 카본,드라마, SF, 스릴러,미구엘 사포크닉, 알렉스 그레이브스,조엘 킨나만, 알렉스 그레이브스, 유타 브리즈위츠,의식을 저장하고 육체를 교환하는 것이 가능해진 300년 후 지구, 돈으로 영원한 삶을 살 수 있는 세상.  감옥에 갇혀있던 특전사 출신 코바치는 억만장자의 사망 사건을 맡는 조건으로 석방된다.  연이은 생을 위해 죽은 억만장자가 백업해 둔 석연치 않은 기억에 의문을 품고 타살 여부에 대한 조사를 의뢰한 것.  간단히 풀릴 것이라 생각했던 사망 사건에 감춰진 진실을 파헤쳐 갈수록 더욱 혼란스러워진다.    * 얼터드 카본 : 슬리브 [육체]에 스택[의식]을 삽입해 새롭게 탄생한 인간,,,,,,,
2018,171813,엄마 애인,멜로/로맨스,정진호,백슬비,디자이너인 엄마와 함께 살고 있는 여대생 민희는 두 가지 비밀을 간직하고 있다.  한 가지는 정기적으로 만나는 나이 많은 섹스 파트너가 있는 것이다.   민희는 그 남자를 만남으로서 아빠의 빈자리를 대신 채우고 있다.  또 하나의 비밀은 최근 엄마에게 소개한 엄마의 개인트레이너 철민에게 자꾸 끌리는 것이다.   어느 날 약속이 취소되어 집으로 온 민희는 엄마와 철민의 섹스 장면을 몰래 훔쳐보게 되는데...,,,,,,,,,,,,,
2018,174063,엄마 친구 : 그녀의 섹스고백 무삭제판,멜로/로맨스,최강호,,히토미는 친구의 집에 놀러 가고, 그 집에서 미카의 남편과 아들을 소개받는다. 얼마 후, 요리책을 빌리기 위해 미카의 집으로 간 그녀는 미카의 남편으로부터 첫눈에 반했다는 고백을 받는다. 처음엔 거절하지만 계속되는 그의 대쉬에 결국 몸을 허락하게 된다. 금단의 섹스에 눈을 뜬 히토미는 급기야 친구의 아들마저 덮치고 욕정을 해소하려 하는데...,,,,,,,,,,,
2018,156322,엄마의 공책,드라마, 가족,김성호,이주실, 이종혁,30년간 반찬가게를 한 애란(이주실)과 시간강사를 전전하는 규현(이종혁)은 서로에게 쌀쌀맞은 모자다.  그래도 규현은 해장에 최고인 동치미 국수, 아플 때도 벌떡 일어날 수 있게 해주는 벌떡죽,  그리고 딸 소율이 가장 좋아하는 주먹밥까지 엄마 손맛만은 늘 생각난다.  그런데 어느 날부터인가 애란이 자꾸만 정신을 놓고 아들이 죽었다는 이상한 소리를 한다.  증세가 심해지면서 반찬가게마저 정리하려 할 때,  규현은 애란이 음식을 만들 때마다 삐뚤빼뚤한 글씨로 열심히 레시피를 적어놓은 공책을 발견하게 되는데...,,,,,,,,
2018,159647,엄마의 레시피,드라마, 가족,시라하 미츠히토,키나미 하루카, 카와이 미치코,어릴 적 엄마와 살던 집을 재건축하기로 한 타에, 요 자매는 엄마의 방에서 작은 상자를 발견한다.  상자 속에는 엄마가 해주던 대만 요리 레시피가 빼곡히 적힌 노트가 들어있다.  노트를 보며 엄마가 해주던 특별한 요리, 엄마와 함께했던 소중한 시간들을 떠올리는 타에.  긴 고민 끝에 타에는 엄마의 향수가 깃든 고향 대만으로 향한다.  그리고 대만에서 지금까지 잊고 살았던 기억을 되찾는데...,,,,,,,,,
2018,173423,엄마의 연애,,임현태,,새엄마 민주에게 첫눈에 반한 준호. 아버지의 여자라는 생각에 불타는 연심을 눌러 참으며 살던 어느 날, 아버지가 돌아가신다. 게다가 준호에게 은근슬쩍 추파를 던지던 새엄마의 딸 은정까지 가출을 해버리면서 준호와 민주 단 두 사람만 집에 남게 된다. 남편을 잃고 딸까지 떠나버려 슬픔에 잠긴 민주를 진심을 다해 위로하던 준호는 어느새 그녀의 마음뿐만 아니라 몸까지 위로하게 되는데…,,,,,,,,,,,,
2018,176536,엄마의 유혹,에로, 멜로/로맨스,유해종,이은미, 박주빈,자취생 정식. 어느 날, 친구 민수에게 전화가 와 집 욕실 수리를 부탁받는다. 용돈 벌이라고 생각하고 민수네 집에 간 정식은 동안에 섹시한 민수 엄마 진아를 보고 누나라고 착각한다. 밤이 늦어 그 집에서 자게 된 정식은 욕실에서 몰래 진아의 팬티를 주머니에 넣는다. 다음 날, 방에서 나오다 훔친 팬티가 주머니에서 떨어져 들키고 만다. 정식은 변태란 오해받을까 봐 이리저리 핑계를 대지만, 오히려 진아는 그런 정식의 모습에 귀엽기만 하다. 그때부터 진아는 점점 노골적으로 정식를 유혹하기 시작하는데...,,,,,,,,
2018,170703,엄마의 일탈-아들의 친구를 사랑하다,멜로/로맨스,윤채아,,오사카에서 찾아온 선배 준을 자신의 집에서 살도록 한 카즈.  준은 카즈의 엄마 아야코에게 첫눈에 반하고,  남편과 사이가 틀어져가던 아야코도 준에게 점점 호감을 느낀다.  두 사람의 관계가 깊어져 가고, 결국 준은 아야코와 함께 오사카로 떠나기로 마음먹는다.,,,,,,,,,,,
2018,178415,엄마친구들 2,멜로/로맨스,임현태,도모세, 유나, 이준현,엄마와 함께 사는 스무 살 청년 도원. 그런데 그는 이웃에 사는 엄마의 친구 은지와 몰래 사랑을 나누는 사이다. 그러던 어느 날, 엄마의 여자 후배 소정도 남편과 사별 후, 이웃집으로 이사를 온다. 그 후, 엄마 친구들의 왕래가 잦아지고, 남자가 그리운 소정마저 도원을 유혹하기 시작하는데…,,,,,,,
2018,181561,엄마친구의맛,멜로/로맨스,정민용,유니, 유진, 시우,엄마 시연과 둘이 사는 동준. 어릴 적에 자주 놀러 오던 엄마 친구 유민이 집으로 찾아온다. 이혼하고 갈 곳이 없다는 그녀와 함께 살게 되는데, 어릴때 봤던 젊은 모습 그대로인 유민을 여자로 느끼는 동준과 조카 같은 동준을 남자로 생각하지 않는 유민. 유민은 속옷 차림을 스스럼없이 보이고 그런 모습에 속을 앓던 동준은 마침내 유민에게 진지하게 고백하는데..유민은 그저 귀엽다며 웃어넘긴다.   시연은 재혼 할 애인을 집으로 들이는데. 두 사람의 애정행각에 몸이 달아오른 유민은 자신의 야한 모습에 어쩔 줄 몰라 하던 동준을 떠올리고 유혹하게되는데…,,,,,,,,,,
2018,174626,업그레이드,액션,리 워넬,로건 마샬 그린,하루 아침에 모든 것을 잃고 전신마비가 된 그레이.  인간의 모든 능력을 업그레이드하는 최첨단 두뇌 ‘스템’을 장착하고  이제, 아내를 죽인 자들을 직접 처단하기 위한 그의 통제 불능 액션이 시작 되는데…,,,,,,,,,,,,
2018,178426,에그엔젤 코코밍: 두근두근 핼러윈 파티,애니메이션,닛타 노리오,,핼러윈 데이를 맞은 미소와 코코밍들은 마녀, 드라큘라 등으로 변장하고 친구들을 초대해 파티를 연다.  하지만, 파티가 시작되고 미스터리한 사건들이 발생하자 오히려 코코밍들은 겁에 질린다.   거기다가 이게 웬일? 위대한 엔젤 코코도사가 누군가의 습격을 받고 쓰러져 있다?!  놀란 코코밍들은 코코도사가 남긴 단서로 범인을 찾기 위해 머리를 맞대보지만,  추리가 계속될수록 서로를 의심하기 시작하는데...    코코밍들은 사건을 해결하고, 신나고 유쾌한 파티를 즐길 수 있을까?,,,,,,,,,
2018,156584,에델과 어니스트,애니메이션, 드라마,로저 메인우드,짐 브로드벤트, 브렌다 블레신,1920년대 런던의 한 우유 배달부와 가정부, 여느 보통의 남녀가 서로 사랑에 빠진다.   40년간 영국이 겪었던 격변의 소용돌이 속에도 변함없던 특별한 사랑이 따스한 한 폭의 그림으로 펼쳐진다.  <눈사람 아저씨>의 원작자로 유명한 레이먼드 브릭스의 부모, 에델과 어니스트에 대한 동화 같은 실화.,,,,,,,,,
2018,170824,에브리데이,멜로/로맨스,마이클 수지,앵거리 라이스,A는 매일 아침 다른 사람 몸에서 깨어난다.    나이는 항상 똑같다.  같은 사람이 두 번 되진 않는다.  어떤 모습이든, 늘 똑같은 A다!    그리고 매일, 나와 사랑에 빠진다!  “매일 모습이 바뀌는 남친과 리아넌의 24시간 리셋 로맨스 시작!”,,,,,,,,,,,
2018,154273,에스코바르,범죄, 액션,페르난도 레온 데 아라노아,하비에르 바르뎀, 페넬로페 크루즈,자선단체 설립 기념 파티에서 만난 에스코바르(하비에르 바르뎀)와 비르히니아(페넬로페 크루즈)는 인터뷰를 계기로 급속도로 가까워지게 된다.  유명 앵커인 비르히니아는 에스코바르의 내연녀이자 조력자가 되어 메데인 카르텔의 보스인 에스코바르의 정계 진출까지 돕는다.  하지만 미국 내 마약의 80%를 공급하며 엄청난 달러를 축적하는 에스코바르를 두고 볼 수 없었던 미국은 에스코바르를 잡으려 혈안이 되고, 이를 담당한 마약단속국의 셰퍼드 요원(피터 사스가드)은 그의 내연녀 비르히니아에게 접근하는데…,,,,,,,,,,
2018,118736,에이리언 지구대침공,액션, 코미디, SF,콜린 데이즈,제레미 런던, 로디 파이퍼, 커일 칼빈,주인공 메건은 자신의 불륜 현장을 목격한 남편을 살해한다. 한편 집 뒤뜰에 정체불명의 우주선이 불시착하고, 메건은 이를 기회 삼아 남편의 죽음을 외계인 탓으로 돌린 후 사망보험금을 타기 위한 계획을 짜기 시작한다. 하지만 외계인이 남편의 시체를 빼앗아가 보험금 수령이 어려워지자TV 광고를 통해 외계인을 무찌르는 사람에게는 자그마치 10만 달러라는 보상금을 주겠다고 약속한다. 광고를 본 사람들은 메건의 집으로 몰리기 시작한다. 각각의 무기로 무장한 사람들은 용감하게 외계인과 대적하지만, 번번히 무참하게 살해당하고 만다. 별다른 수확 없이 상황이 자꾸 지연되자 메건의 엄마는 보상금을 20만 달러로 올리고, 끔찍한 만행을 저지르고 마는데…,,,,,,
2018,178875,에이리언 컨버전스,액션, 모험, 공포,롭 팔라티나,캐롤라인 이바리, 마이클 마르셀,3개의 유성이 지구에 추락하고  그 속의 에이리언들은 서로 몸을 합치며  거대한 괴물로 진화하여 미국의 도시들을 공격하기 시작한다.    촉망 받는 비행사였지만 사고 이후  새로운 비행 기술인 뉴로 프로젝트를 연구해온 엠마는  자신의 기술이 괴물이 내뿜는 뇌 교란 주파수를 무효화시킴을 알게 된다.    엠마와 그녀의 팀은 공군의 지원을 받아 전례 없는 전투를 준비하는데…  엠마는 괴물의 공격으로부터 미국을 지켜낼 수 있을 것인가?,,,,,,,,,,
2018,179185,에일리언 킬러,액션, 공포,폴 부쉬,수 월시,과거 비밀을 간직한 정치가 아만다 도일은 범죄 조직에 인질로 잡혀 있는 아들을 구하려고  전남편등 3명의 동료들과 함께 부유한 은행가와 그의 가족의 몸값을 요구하는 계획에 참여한다.  하지만 이것은 그 가족이 먹이 사냥을 하기 위한 함정이다. 갱단들과 식인 외계인들과의 상상을 초월한 대결이 펼쳐진다.,,,,,,,,,,,,
2018,172519,엑소시스트: 사탄의 부활,공포,토미 페어클로스,펠리사 로즈,레이첼은 돌아가신 요양원에서 돌아가신 할머니의 유언에 따라  아버지를 제치고 집과 모든 재산을 상속받는다.  유언의 조건은 단 하나, 레이첼이 물려받은 집에서 사는 것.  아버지가 실직해 재정적으로 힘든 상황이던 레이첼의 가족은  레이첼이 물려받은 집에 같이 살기로 한다.  새로운 동네, 새로운 집으로 이사를 온 레이첼은  집에서 이상한 기운을 느끼고  동네 사람들의 이해 못 할 시선까지 받는데...,,,,,,,,,,,
2018,164330,엑소시스트: 악마의 영혼,공포,아유시 뱅커, 저스틴 라로,샬린 아모이아, 클린트 글렌 허멜, 패트리시아 애슐리,2014년 일리노이 주 크레스트윅, 줄리아와 그녀의 딸 샬럿은 새 집으로 이사를 간다.  새 집으로 이사를 간 후부터 샬럿의 상태가 하루하루 나빠지고 해괴한 일들이 계속 일어난다.  줄리아는 이사당일 자동차 접촉사고로 친분을 쌓게 된 제러미 밀러 의사와 대화도중 매디라는 환자를 알게 되고 우연찮게 신부님을 통해 매디가 그의 딸이라는 것과 이사 온 집이 그가 전에 살던 집이라는 사실을 알게 된다.  제러미 밀러 의사의 딸 매디가 악령에 씌웠었다는 얘기와 그의 아내 올리비아가 자살했다는 얘기를 듣고 줄리아는 충격에 휩싸인다.  위험에 처한 줄리아 모녀를 구해줘야겠다는 생각이 든 신부님은 제러미를 찾아가 도움을 요청한다. 하지만 제러미 밀러는 그의 얘기를 믿지 않고 그의 부탁마저도 탐탁지 않아 한다.  그 후 제러미 밀러는 신부님의 말이 계속 떠올라 샬럿의 집에 찾아가는데 그 날 샬럿의 몸에 있는 악령을 보게 되고 샬럿의 상태가 병에 걸려 죽게 된 자신의 딸 매디와 상태가 일치한다는 것을 깨닫게 되는데...,,,,,,,,,
2018,152669,엔테베 작전,범죄, 드라마, 스릴러,호세 파딜라,로자먼드 파이크, 다니엘 브륄, 에디 마산,1976년 우간다 엔테베 국제공항에 착륙한 한 대의 비행기  파리로 향하던 중 납치된 이 비행기에는 이스라엘 국민들이 타고 있었다.    납치범들의 요구 사항은 팔레스타인 무장 세력의 석방과 500만 달러.  테러범과의 협상은 절대 불가하다는 강경한 입장과  국민들을 구하기 위해서는 우간다를 침공해야 하는 극단적 선택의 기로에 놓인 정부는  테러범의 요구를 수용하는 협상을 내세우며 비밀스러운 군사 작전을 준비한다.    자신들의 신념으로 뭉친 테러범, 정치 분쟁에 휩싸인 이스라엘 정부  전쟁의 희생양이 된 239명의 승객들, 희박한 성공 확률에 목숨 건 특수부대    20세기 최대의 구출 작전에 숨겨진 이야기가 공개된다.,,,,,,,
2018,146180,엘 마르,드라마,마놀로 크루즈, 카를로스 델 카스티요,마놀로 크루즈, 비키 헤르난데즈, 비비아나 세르나,몸이 불편해 침대에 누워 지내야 하는 ‘알베르토’는   손바닥 만한 거울과 그림이 세상을 바라보는 유일한 창이다.  그에게는 헌신적인 사랑을 베푸는 어머니 ‘로사’와  하나뿐인 이성 친구 ‘지셀’이 세상의 전부다.  사랑과 자유에 대한 갈망, 그 사이에서 바다는 그에게 꿈이 되어준다.,,,,,,,,,
2018,173969,엘리베이터에서 색다른 경험,,크왓치,,같은 직장에서 만난 남편과 3년 전 결혼한 '카사이 아미'는 최근 바빠진 남편의 일 탓에 둘만의 시간을 가질 수 없어 불만을 가지고 있었다. 그러다 야근을 마친 어느 늦은 밤, 그녀는 회사 엘리베이터 안에서 치한들과 마주친다. 하지만, 당황하여 도망쳤던 것도 잠시, 욕구불만이었던 그녀는 그 때의 기억을 떠올리며 그들과 다시 만나게 될 시간을 기다리게 된다. 이후 엘리베이터에서 수차례 은밀한 시간을 보내던 중 그녀는 치한이 같은 사무실에서 일하는 후임 '혼다'라는 것을 알게 되고, 그들을 회사에 고발하지 않는 조건으로 더 많은 시간을 요구한다. 남편만으로 만족할 수 없었던 그녀는 시간이 흐를수록 더욱더 그들과의 관계에서 헤어나올 수 없는 지경에 이르고 마는데...,,,,,,,,,
2018,169642,엘리엇과 산타 썰매단,애니메이션, 가족,제니퍼 웨스트콧,최원형, 장경희, 조쉬 허처슨,크리스마스 이브를 코앞에 둔 12월 21일.  산타 할아버지의 썰매단을 이끌던 루돌프가 은퇴를 선언하자,  새로운 리더를 뽑기 위한 루돌프 선발대회가 개최된다.    [산타 썰매단]이 되는 것이 평생의 꿈인 꼬마 말 ‘엘리엇’도   대회 출전을 결심하고 단짝 친구 염소 ‘헤이즐’과 함께 열심히 훈련하지만,  멋진 뿔을 가진 덩치 큰 루돌프들 사이에서 번번이 쓰러지고 마는데…  과연 ‘엘리엇’은 꿈을 이룰 수 있을까?    Big Dreamers Dream Big!!,,,,,,,,
2018,171750,여곡성,공포, 미스터리,유영선,서영희, 손나은, 이태리,원인 모를 기이한 죽음이 이어지는 한 저택.  우연히 이곳에 발을 들이게 된 옥분은 비밀을 간직한 신씨 부인을 만난다.  신씨 부인은 옥분에게 집안에 있는 동안 반드시 지켜야 할 규칙을 이야기하고,  옥분은 상상조차 할 수 없는 서늘한 진실을 마주하게 된다.    죽음이 소리 내어 울기 시작한다!  살고 싶다면, 귀를 막아라!,,,,,,,,
2018,170694,여관주인과 재혼한 아내의 딸,에로,긴 류지,,제1화    마사카즈는 방학을 맞이해 자신이 운영하는 여관에 놀러 온 의붓딸 유키가 편치 않다. 그러던 어느 날, 아내인 시오리는 집을 비우고 마사카즈는 목욕을 하던 중, 유키가 알몸으로 욕실에 들어온다. 유키는 욕망을 거부하지 말라면서 당황하는 마사카즈에게 다가간다. 유키의 유혹에 넘어간 마사카즈는 욕실에서 그녀를 몇 번이고 품는다. 한편, 시장을 보러 간다던 시오리는 젊은 불륜 상대와 만나 그의 집에서 수 없이 절정을 느끼며 정사를 나눈다. 이윽고 저녁을 위해 모인 마사카즈와 시오리, 유키는 아무 일도 없었다는 듯 화목하게 식사를 한다.     제2화   니시무라는 밤늦게까지 집 앞에서 남편을 기다리는 나오코를 집으로 초대해 술을 마시며 그녀의 한탄을 들어준다. 그러다 외로움을 느낀 니시무라는 그녀와 육체관계를 원하게 된다. 니시무라의 마음을 알게 된 나오코는 남편을 사랑하기 때문에 그럴 수 없다며 거절하고 돌아간다. 하지만 얼마 지나지 않아 다시 돌아온 나오코는 자신을 돈으로 사달라고 한다. 이에 응한 니시무라는 나오코를 격렬하게 안는다. 정사를 마치고 니시무라가 돈을 건네려고 하자 나오코는 자신에겐 남편이 없다고 털어놓는다.     제3화    시무라는 마을의 리조트 개발 사업에 반대하는 자신을 설득하러 온 마을 청년과 직원인 나츠코를 크게 나무라며 내쫓는다. 다시 시무라를 찾아간 나츠코는 함께 마시자며 가져온 술을 보여준다. 술에 혹한 시무라는 나츠코와 함께 거나하게 취하도록 마신다. 얼굴 붉힐 일로만 만났던 둘은 술기운에 서로에게 끌리게 되고, 나츠코가 먼저 시무라에게 다가간다. 결국, 이들은 격정적으로 서로의 몸을 탐하게 된다.,,,,,,,
2018,176065,,,,,,,,,,,,,,,,,,
2018,169545,여자 아나운서의 속살,멜로/로맨스,존 류지,,제1화 여자 아나운서 마이코   골동품 감정 방송의 아나운서 마이코는 제작진과 함께 후나다의 집을 방문한다. 후나다는 고액에 매입한 골동품의 감정을 의뢰하나, 모든 물건이 가짜라는 사실에 제작진과 마이코에게 격노한다. 이에 제작진은 그의 다른 골동품은 고가의 보물이라고 입을 맞춘다. 후나다는 제작진의 거짓 방송을 묵인하는 대신 마이코와 단둘이 있을 시간을 약속받는다. 촬영이 끝나고 제작진의 함정으로 고가의 보물이라고 속인 항아리를 깨트리게 된 마이코는 사죄에 뜻으로 10시간 동안 후나다와 함께 있으며 그의 요구를 들어준다. 후나다는 자신이 작성한 방송용 대본을 건네며 연기를 부탁하고, 외설적인 내용에도 불구하고 마이코는 그가 시키는 대로 한다.     제2화 가사도우미 요코   우치노의 집에 새로운 가사도우미 요코가 찾아온다. 우치노는 항상 하던 대로 그녀에게 짓궂은 명령을 내리고 성관계를 요구한다. 하지만 요코는 그녀의 전임자가 우치노와의 성관계로 해고되었다면서 거부한다. 이에 만족하지 않은 우치노는 약을 탄 차를 그녀에게 건넨다. 약효로 인해 몸에 이상을 느낀 요코는 가쁜 숨을 내쉬며 우치노의 손길을 받아들인다.     제3화 회사원 마나베 카오리   남녀 모두에게 질투 받을 정도로 능력이 출중한 마나베는 자회사에서 본사로의 승진만을 꿈꾼다. 모두에게 미움을 받지만 곤도 부장만큼은 마나베를 믿어준다. 그런 곤도의 소개로 본사의 승진이 결정되는 광고 사업부로 부서를 옮기게 되고, 마나베는 이 기회를 놓치지 않겠다고 다짐한다. 하지만 옮긴 부서에서 만난 츠치야 과장의 계략으로 거래처 광고사 직원에게 계약을 빌미로 성 접대를 하게 된다. 성 접대까지 했음에도 계약이 무산되자 곤도는 마나베를 나무란다. 마나베는 곤도를 믿고 사실대로 말하지만, 곤도는 모든 것은 그녀의 책임이라고 질타한다.,,,,,,,,,
2018,177230,여자라는 이름으로,드라마,마르코 툴리오 지오다나,크리스티아나 카포톤디, 아니타 크라보스, 발레리오 비나스코,싱글 맘의 신분으로 어렵게 요양원에 임시로 취업하게 된 ‘니나’.  비슷한 처지의 동료들과 함께 일하는 것에 기쁨을 느끼던 것도 잠시,  그녀는 그 곳의 이사장 ‘마르코’에게 치욕적인 성추행을 당하게 된다.  위험한 상황에서 가까스로 벗어난 ‘니나’는 수사를 시작 하려 하지만,  어떤 이유에서인지 동료들은 오히려 ‘니나’를 몰아 세우기 시작한다.   한편, ‘니나’는 ‘마르코’가 카톨릭의 보호아래  오랜 시간 여직원들에게 성희롱을 저질러 왔다는 충격적인 진실을 알게 되는데…    지금부터, 그녀들이 세상을 바꾸기 시작한다!,,,,,,,
2018,169531,여작가와 편집장,멜로/로맨스,긴 류지,,제1화 여작가와 편집장   편집장은 여작가의 집을 방문한다. 집에는 기척이 느껴지지 않고, 편집장은 익숙한 듯 작가의 방으로 들어간다. 작가는 얇은 옷을 걸치고 잠든 채 편집장을 맞이한다. 편집장은 마감 날이라며 작가를 깨우지만, 눈을 뜬 작가는 아무런 말 없이 그의 몸을 탐한다. 편집장은 할 수 없다는 듯이 그녀와 몸을 섞는다. 정사를 끝내고 편집장은 마감 원고를 받지 못한 채 돌아간다.    제2화 의부와 딸   카요코는 엄마가 방화죄로 복역하는 동안 엄마의 재혼 상대인 타케시와 단둘이 산다. 의부와 자신의 사이를 의심하는 엄마로 인해 카요코는 오히려 의부에게 흥미를 느끼게 된다. 결국, 카요코가 먼저 타케시를 유혹하게 되고, 타케시는 그녀를 품에 안는다. 엄마의 석방 전날, 카요코와 타케시는 마지막 섹스로 밤을 지새운다. 엄마가 돌아오고 오랜만에 셋이 함께하는 식사자리에서 카요코는 모든 것을 솔직히 말한다. 엄마는 자신을 기다려준 딸과 남편의 사정을 이해한다면서 오히려 그들을 다독인다.    제3화 여직원과 택배원   잦은 야근으로 피곤한 여직원은 집에 오자마자 쓰러져 상사의 흉을 본다. 성욕 때문인지 상사의 흉을 보다가도 야한 상상을 하며 홀로 욕정을 품을 때 택배원이 찾아온다. 여직원은 택배원의 튼실한 성기를 보고 그를 유혹한다. 처음 보는 남자와 격정적인 정사를 즐기는 동안, 누군가 자신을 다급히 부르는 소리가 들린다. 여직원은 택배원의 재촉으로 야한 망상에서 깨어나게 된다.,,,,,,,
2018,168405,여중생A,드라마,이경섭,김환희, 수호,취미는 게임, 특기는 글쓰기인 여중생 ‘미래’가 가장 좋아하는 곳은 게임 세계 ‘원더링 월드’.  괴물 같은 아빠도 없고, 외로운 학교도 가지 않아도 되는 그 곳에서  미래는 자신만의 세상을 꿈꾸며 살아간다.  그러다 난생 처음으로 현실친구를 사귀기 위해 '태양'과 '백합'에게 다가가려 조금씩 용기를 내어 보지만,  뜻하지 않은 사건으로 인해 상처 받고 더욱 움츠러 들고 만다.   게다가 유일한 세상이었던 ‘원더링 월드’마저 서비스를 중단한다는 소식이 전해지고,   다시 혼자가 된 미래는 랜선친구 ‘재희’를 만나러 가는데…    새로운 세상을 만나버린 ‘미래’의 앞날은 과연 어떻게 될까?,,,,,,,,
2018,173997,여직원의 맛,,최우성,,*여직원의 맛*  박과장은 사무실에서 호시탐탐 여직원 가희를 두고 혼자만의 상상을 하는데 이런 박과장의 시선이 너무 부담스러운 가희, 어느날 박과장이 먼저 퇴근하고 비밀연애를 하는 직장동료 우진과 사무실에서 섹스를 즐긴다. 잠시후 퇴근한 박과장이 문을 여는데...    *극장의 맛1*  극장에서 영화를 보고있는 연인, 영호와 수련은 주변에 사람이 없자 수련에게 들이대는 영호, 뒤에 사람이 있다며 영호를 말린다. 잠시후 화장실에 갔다온 수련은 안경이 부서져서 앞을 잘 못보고 영호가 아닌, 낯선 남자 옆으로 가는데...    *모텔의 맛*  학교선후배 영호와 혜진이 모텔에서 맥주를 마신다. 혜진이 조만간 남자친구와 첫날밤을 치룰 것이라며, 예행연습을 하자고 후배한테 제안한다. 영호는 걱정말라며 호기롭게 이야기 하지만, 이내 혜진의 첫경험이 처음이 아닌 것을 느낀다.    *극장의 맛2*  시련의 상처로 혼자 영화보고 있는 영호 옆으로 낯선 여자 수련이 앉는다.영호의 사연을 우연히 듣게 되고, 영호를 위로하던 중 조용한 극장에서 둘만의 섹스를 즐긴다.,,,,,,
2018,174400,여친 언니,멜로/로맨스,조태호,,퇴근 후 홀로 집에 있는 민수. 아내 혜림은 친한 언니 수빈을 데리고 집으로 들어온다. 늦은 밤까지 세 사람은 같이 술을 마시다 수빈은 그 집에서 잠을 청한다. 다음 날, 민수가 마음에 든 수빈은 혜림이 출근하자 민수를 유혹해 정사를 나눈다. 그날 저녁, 민수는 퇴근 후 집에 와보니 수빈의 남자친구 현수가 와있다. 술자리에서 수빈 커플은 성적인 이야기를 계속하고, 민수는 불편하기만 하다. 그런데 아내 혜림은 야한 이야기에 빠져들고.. 결국, 그들의 대화는 스와핑까지 발전하는데...,,,,,,,,,
2018,178432,,,,,,,,,,,,,,,,,,
2018,176537,연애 : 엄마친구,에로, 멜로/로맨스,유해종,이은미, 박주빈,파릇파릇한 스무 살 대학생 정식과 대수. 아직 첫경험 없는 둘은 만나기만 하면 섹스이야기뿐이다. 매번 작업에 실패하는 그들은 야동으로 욕구를 해결한다. 어느 날, 정식의 집에 엄마친구 민정이 이혼 문제로 집을 구할 때까지 머물게 된다. 민정의 섹시한 모습에 반한 정식은 그녀와의 황홀한 섹스를 상상하며 자위행위를 한다. 그런데 갑자기 방에 들어와 이 모습을 본 민정은 정식의 상상을 현실로 만들어 주고자 하는데...,,,,,,,,,,
2018,162405,열다섯의 순수,드라마,카이 히로카즈,하기와라 리쿠, 오가와 사라,아버지의 갑작스러운 커밍 아웃으로 인해 혼란스러운 열다섯 소년 ‘긴’  어머니의 학대와 폭력에 시달리는 열다섯 소녀 ‘나루미’  열다섯 소년, 소녀의 순수하기에 더욱 애달픈 사랑 이야기.  자기만의 상처를 안고 있는 두 사람이 서로에게 끌리게 되고,  그들을 둘러싼 모든 속박으로부터 벗어나고자 한다.  사랑은 아이들에게 희망을 품게 하기도 하지만 상처로 다가오기도 한다.,,,,,,,,,,
2018,170206,열대야,드라마, 멜로/로맨스,김헌,박해원, 칸, 이근주,민기의 형인 민훈이가 휴가를 나온 후 자살을 한다. 민기는 형을 대신해 연인 관계인 재희를 찾아 태국으로 향한다. 한편 재희는 피 한방울 섞이지 않은 형제인 태경과 태국 파타야에서 지낸다. 민훈의 죽음이 재희 때문이라 여기는 민기는 서서히 오해를 풀어간다. 두 사람 사이가 가까워질 때마다 태경은 고통스러워한다.    [제7회 서울 프라이드 영화제],,,,,,,,,,
2018,153651,염력,코미디,연상호,류승룡, 심은경,평범한 은행 경비원 ‘석헌’(류승룡).  어느 날 갑자기 그의 몸에 이상한 변화가 찾아온다.   생각만으로 물건을 움직이는 놀라운 능력, 바로 염력이 생긴 것.     한편, ‘민사장’(김민재)과 ‘홍상무’(정유미)에 의해   ‘석헌’의 딸, 청년 사장 ‘루미’(심은경)와 이웃들이 위기에 처하게 되고...  ‘석헌’과 ‘루미’, 그리고 변호사 ‘정현’(박정민)이 그들에 맞서며 놀라운 일이 펼쳐지는데...!    어제까진 초평범, 하루아침에 초능력  이제 그의 염력이 폭발한다!,,,,,,,
2018,159855,영웅본색4,액션, 스릴러,딩성,왕대륙, 왕카이, 마천우,밀수업으로 큰돈을 거머쥔 카이와 카이를 친형처럼 믿고 따르는 마크는  세상에 떳떳하지 못한 일을 하지만 의리와 신념만은 끈끈하다.  하지만 형이 세상 전부였던 카이의 동생 차오가 경찰이 된 후  카이와 차오, 마크 세 남자는 피할 수 없는 운명의 소용돌이에 휘말리고 마는데...,,,,,,,,,
2018,164102,영주,드라마,차성덕,김향기, 김호정, 유재명,교통사고로 부모를 잃고 졸지에 가장이 된 영주는 자신의 학업은 포기하더라도 동생 ‘영인’이 만큼은 책임지려 한다.   하지만 영인은 어긋나기만 하고, 현실은 냉혹하기만 하다.   동생 ‘영인’의 사고로 하나 밖에 없는 집까지 팔아야 할 상황에 내 몰린 ‘영주’는 부모를 죽게 만든 그들을 찾아간다.,,,,,,,,,,
