year,code,title,genre,directors,actors,story,,,,,,,,,,,,,
2018,152655,달링,드라마, 멜로/로맨스,앤디 서키스,앤드류 가필드, 클레어 포이,세상 부러울 것 없는 아름다운 커플 로빈과 다이애나.   하지만 바이러스 감염으로 로빈의 전신이 마비되면서 두 사람의 빛나는 순간은 끝나는 듯 보인다.   모든 것을 포기하려는 로빈,  하지만 다이애나는 헌신적인 사랑으로 그에게 용기를 주는데…,,,,,,,,,,
2018,157243,당갈,드라마, 액션,니테쉬 티와리,아미르 칸, 파티마 사나 셰이크, 산야 말호트라,전직 레슬링 선수였던 ‘마하비르 싱 포갓(아미르 칸)’은 아버지의 반대로 금메달의 꿈을 이루지 못한 채 레슬링을 포기한다.  아들을 통해 꿈을 이루겠다는 생각은 내리 딸만 넷이 태어나면서 좌절된다.  그러던 어느 날, 두 딸이 또래 남자아이들을 신나게 때린 모습에서 잠재력을 발견하고 레슬링 특훈에 돌입한다.  사람들의 따가운 시선과 조롱에도 불구하고 첫째 기타(파티마 사나 셰이크)와 둘째 바비타(산야 말호트라)는  아버지의 훈련 속에 재능을 발휘, 승승장구 승리를 거두며 국가대표 레슬러로까지 성장해 마침내 국제대회에 출전하는데...,,,,,,,,
2018,170695,당구장의 육덕녀,에로,긴 류지,,제1화  리나와 유야는 볼링장에서 데이트하던 중 야쿠자인 야스와 타케시가 시비를 걸어온다. 하지만 복싱부인 유야는 두 남자를 단숨에 제압하고, 야스와 타케시는 복수를 다짐하며 자리를 떠난다. 다음날 리나와 유야가 일하는 당구장에 야스와 타케시가 찾아온다. 이들은 스턴 건으로 유야를 제압하고 리나를 강간한다. 그러던 중 야스와 타케시의 두목인 미츠구가 당구장에 와서는 부하들을 혼내고 리나에게 대신 사과한다. 리나는 미츠구의 친절함에 그를 찾아가고, 미츠구는 리나에게 미안함을 느끼면서도 그녀에게 빠져든다. 리나는 자신의 여자가 되어달라는 제안에 거부하지 않고 미츠구의 품에 안긴다. 정사를 마치고 리나가 돌아간 후, 미츠구는 야스와 타케시에게 리나의 영상데이터를 넘기며 판매하라고 지시한다.     제2화  사진작가는 늦은 밤 조수를 집으로 부른다. 작가는 새로운 이미지를 담고 싶다면서 조수에게 모델이 되어달라고 한다. 조수는 작가의 부탁에 어쩔 수 없이 자세를 취한다. 하지만 작가가 원하는 느낌이 나오질 않고, 작가는 조수의 성적 매력이 부족한 탓이라며 조수의 몸을 만지기 시작한다. 거부하는 조수에게 작가는 예술을 위해서라고 다그친다. 결국, 조수는 작가에게 몇 번이나 안기고야 만다.,,,,,,,,
2018,175229,당대명포-고수의 부활,액션, 스릴러,양동량,,연의와 함께 살해 현장을 둘러보던 심유는 현장에 있는 벽에서 의문의 도안을 발견한다.  심유는 도안의 의미를 찾고자 노력하지만, 의문은 쉽게 풀리지 않는다.  심지어 연쇄 살인이 귀신의 소행이라는 유언비어까지 돌게 되면서 백성들은 불안에 떤다.  심유는 유언비어의 근원지를 수소문하는데...,,,,,,,,,,,
2018,175230,당대명포-무림고수 대결전,액션, 스릴러,양동량,,가후는 야부그 칸을 암살할 기회를 엿보지만 태의서에 들이닥친 소장경이 가후를 납치해 간다.   심유와 위응물은 곧바로 가후의 집을 수색하고 가후가 위구르 핵심 인물의 후예임을 알아낸다.   하지만 연쇄 살인을 저지르고 가후를 납치한 인물은 여전히 의문인 가운데 또 다시 7일이 흐르는데...,,,,,,,,,,,,
2018,175241,당대명포-의문의 주검,액션, 스릴러,양동량,,안사의 난이 끝난 후 혼란스러운 장안성에서 끔찍한 모습으로 사망한 위구르군이 발견된다.  이를 시작으로 장안성에서는 기괴한 모습의 연쇄살인이 이어지게 된다.  두 번재 살인 현장에서 체포가 된 탐정 심유는 대리시 소경을 도와 사건의 실마리를 찾아나간다.  하지만 사건은 해결하려 하면 할수록 미궁 속에 빠지게 되는데...,,,,,,,,,,,,
2018,159864,당신의 부탁,드라마, 가족,이동은,임수정, 윤찬영,2년 전 사고로 남편을 잃은 32살 효진(임수정)은  그녀의 절친한 친구인 미란(이상희)과 동네 작은 공부방을 하며 혼자 살아간다.  평범한 삶을 살아가던 효진 앞에 어느날 갑자기 죽은 남편의 아들인 16살 종욱(윤찬영)이 나타난다.  오갈 데가 없어진 종욱의 엄마가 되어달라는 당황스러운 부탁.  효진은 고민 끝에 피 한 방울 섞이지 않은 종욱의 엄마가 되기로 결심하는데…,,,,,,,,,,,
2018,154625,대관람차,드라마,백재호, 이희섭,강두, 호리 하루나, 스노우,선박사고로 실종된 선배 대정 대신 오사카에 출장 온 선박회사 대리 ‘우주’.  출장 마지막 날, 대정과 닮은 남자를 보고 무작정 쫓아가다,  다이쇼(大正)라는 낯선 동네에 도착한 우주는 기타 소리에 이끌려  피어Pier 34라는 작은 바에 들어가게 된다.  바 주인인 ‘스노우’의 기타 연주를 들으며 대정을 추억하던 우주는 잠이 들어버리고,  다음 날 아침 귀국 비행기를 놓치게 된다.  핸드폰까지 잃어버린 상황에서 간신히 회사에 상황 보고를 하던 우주는  부장에게 온갖 꾸지람을 듣고 충동적으로 회사를 그만두고 실종된 대정을 찾기로 결심한다.  다시 돌아간 피어Pier 34에서 스노우에게 기타를 배우지만 노래하지 않는 ‘하루나’를 만나는데…    당신을 위한 슬로우 뮤직시네마가 시작됩니다.,,,,,,,
2018,158483,대부업자:소울 앤 캐시,코미디,최우제,동방우,영혼을 담보로 돈을 빌려주는 ‘소울&amp;캐쉬’의 대표,  ‘천수관’의 청문회가 대한민국 국회에서 전세계에 생중계 된다.  카메라가 없을 땐 서로 티격태격 하던 국회의원들은  합심하여 수관에게 날카로운 질문들을 던지는데…    출생지, 출신학교, 결혼 유무 등 공식기록은 하나도 없는  ‘설’만 가득한 수관을 ‘위대한’ 대한민국 국회의원들은  제대로 조사할 수 있을까?,,,,,,,,,,
2018,164354,대지진,드라마,사릭 안드레아시안,,여느 때와 마찬가지로 활기찬 아침을 맞는 아르메니아의 레니나칸.  어릴 때 교통사고로 가족을 잃은 로베르트는   당시 사고를 낸 범인이 출소하는 날이라 그를 만나러 가기로 결심한다.  하지만 그 집 앞에서 머뭇거리는 때에   엄청난 지진이 도시 전체를 순식간에 폐허로 만들어 버린다.  손으로 돌을 하나씩 걷어내며 사람들을 구조하다가   과거 군인이었던 콘스탄틴의 지휘로 구조 작업에 박차를 가한다.  도시 몇 개를 하루아침에 무너뜨린 이 엄청난 참사에   전 세계 각국은 도움의 손길을 보내고,   사람들은 그 안에서 희망을 잃지 않는데...,,,,,,,,,,,,
2018,164951,댄싱 베토벤,다큐멘터리,아란차 아기레,주빈 메타, 오스카 차콘, 줄리앙 파브로,가장 웅장하고 강렬한 베토벤 교향곡 제9번, 합창.   스위스 베자르 발레 로잔은 모리스 베자르의 안무로   베토벤 합창 교향곡을 무대에 올리기 위해 전세계 아티스트들과 협업한다.     스위스 베자르 발레 로잔, 일본의 도쿄 발레단, 주빈 메타의 이스라엘 필하모닉 오케스트라까지.   불가능할 것 같았던 공연으로 탄생하는 베토벤의 ‘합창’이 눈 앞에 펼쳐진다!       제61회 바야돌리드국제영화제 Valladolid International Film Festival  (2016)  제19회 쿠엥카스페인시네마위크 Cuenca's Spanish Cinema Week (2016)  제12회 도미니카공화국국제영화제 Dominican Republic Global Cinema Film Festival (2017)  제45회 댄스온카메라 Dance on Camera Festival (2017)  제20회 상하이국제영화제 Shanghai International Film Festival? (2017),,,,,,,,
2018,170827,더 게스트,공포, 스릴러,미겔 앙헬 비바스,레이첼 니콜스, 로라 해링,교통사고로 남편과 청각을 잃은’ 세라’는 아무도 없는 집에 혼자 산다.  평범한 저녁을 보내려던 찰나, 뜻밖의 벨이 울린다.  차가 고장 났다며 전화를 빌려 달라는 의문의 손님은  거짓말로 상황을 모면하려던 ‘세라’에게 섬뜩한 한 마디를 건네는데…    정체불명의 공포로 가득 찬 밤이 시작된다!,,,,,,,,,,
2018,168049,더 넌,공포, 미스터리, 스릴러,코린 하디,타이사 파미가, 데미안 비쉬어, 보니 아론스,루마니아의 젊은 수녀가 자살하는 사건을 의뢰 받아 바티칸에서 파견된 버크 신부와 아이린 수녀가   수녀원을 조사하면서 충격적인 악령의 실체와 만나게 되는 이야기를 그린다.,,,,,,,,,
2018,169687,더 리벤지,액션, 드라마,아이삭 플로렌틴,안토니오 반데라스, 칼 어번, 파즈 베가,잘 나가는 변호사 '프랭크'는 바쁜 일 때문에   딸의 학예회에 가기로 한 약속을 지키지 못한다.  학예회가 끝난 뒤에도 아내와 딸의 귀가가 늦어지자  걱정되어 계속 전화 연결을 시도하던 프랭크에게  경찰이 찾아와 아내와 딸이 살해당했음을 알린다.    충격과 죄책감으로 인해 괴로워하던 프랭크는  범인을 찾기 전까지 침묵하기로 서약하고  자신만의 방법으로 복수할 것을 다짐하는데...!,,,,,,,,,,
2018,159747,더 미드와이프,드라마, 코미디,마르탱 프로보스트,카트린 프로, 까뜨린느 드뇌브,35년 전 갑자기 떠났던 그 날처럼,  한 통의 전화와 함께 다시 돌아와 클레어의 일상을 뒤흔든 새엄마 베아트리체.  성격부터 먹는 것, 입는 것 심지어 취미 생활까지 모든 게 다른 둘의 사이는 좀처럼 가까워지지 않는다.  하지만 베아트리체가 돌아온 진짜 이유를 알게 된 클레어는 그녀에게 조금씩 마음을 열기 시작하고,  함께 보내는 시간이 늘어갈수록 서로를 닮아가는 두 사람 사이의 특별한 우정이 시작되는데...,,,,,,,,
2018,113648,더 보이스,코미디, 범죄, 스릴러,마르얀 사트라피,라이언 레이놀즈, 안나 켄드릭, 젬마 아터튼,“정말이지·· 행복하게 살고 싶었답니다”    말하는 냥이 &amp; 댕댕이 콤비와 함께 사는  세상 어디에도 없는 순도 100% 청년 ‘제리’는  사내 파티를 준비하면서 이상형 ‘피오나’와 가까워진다.    “당신은 마치 엔젤과도 같아요”    설레는 첫 데이트, 의도치 않은 사고로 ‘피오나’가 죽고  이를 알리 없는 직장 동료 ‘리사’의 적극적인 애정 공세까지 시작되는데··    바로 지금, 본 적 없는 순정 살인마의 머릿속이 공개된다!,,,,,,,
2018,173754,더 블랙,다큐멘터리,이마리오,김하영, 윤석열, 이상훈,2012년 12월 11일, 민주통합당은 국가정보원 ‘블랙’요원이 야당 후보 문재인에 대한 비방 댓글을 작성하고 있다는 제보가 있었다고 발표한다.  해당 요원이 거주하는 오피스텔 607호를 방문하여 사실을 확인하려하지만, 국정원 요원 김씨는 ‘셀프감금’하며 사실 확인을 거부한다.  그리고 12월 19일 새누리당의 박근혜 후보가 대통령에 당선된다.  하지만 이듬해 1월, 경찰이 국정원 김씨의 하드디스크에서 댓글 공작의 흔적을 발견했다고 발표하면서 논란은 재점화된다.  검찰은 특별수사팀을 구성하여 사건을 수사하려하지만, 청와대와 법무부, 국정원 등은 수사를 방해하고 사실을 은폐하려 한다.     2013년 12월 31일, 평범한 시민 이남종은 국정원 선거 개입으로 집권한 박근혜 대통령의 퇴진과 특검 실시를 요구하며 분신한다.  그는 유서에  ‘두려움은 제가 가져가겠습니다 일어나십시오’라는 바람을 남긴다.  그리고 2016년 10월 29일, 故 이남종의 바람대로 시민들이 촛불을 들고 일어나 ‘박근혜 퇴진’을 외치기 시작했다.  2017년 3월 박근혜 대통령은 탄핵되고, 은폐된 진실들이 하나둘 드러나기 시작한다!,,,
2018,163833,더 사운드,공포, 미스터리, 스릴러,제나 매티슨,로즈 맥고완, 크리스토퍼 로이드,촉각적 소리라고 부르는 초저주파음을 탐지해 초자연적 현상의 진실을 밝혀내는 '켈리 조핸슨'  지하철역에서 귀신이 보인다는 제보를 받고 토론토로 떠난 캘리는 이곳에서  으스스한 현상을 체험하고 무시무시한 기억과 마주하게 된다.,,,,,,,,,,
2018,154223,더 스퀘어,블랙코미디,루벤 외스틀룬드,클라에스 방,‘더 스퀘어’라는 새로운 전시를 앞둔  스톡홀름 현대 미술관 수석 큐레이터 ‘크리스티안’    누구보다 완벽했던 그에게  예측불허! 기상천외한 트러블이  빵! 빵! 터지기 시작했다    통제 불가! 짜증 유발!  그럼에도 불구하고,  HELP HIM, PLEASE!,,,,,,,,,,,
2018,152644,더 시크릿 하우스,드라마, 공포, 스릴러,세르지오 G. 산체즈,조지 맥케이, 안야 테일러 조이, 찰리 히튼,어두운 과거를 잊고 아픈 엄마, 동생들과 함께   새출발을 위해 매로우본 저택에 살기로 한 잭.   얼마 후, 병세가 나빠진 엄마가 세상을 떠난다.    형제들이 보호시설로 뿔뿔이 흩어지게 될 까봐 두려워진 잭은   성인이 될 때까지 엄마의 죽음을 외부에 숨기기로 한다.    동생들과 지켜야 할 룰을 정하고 불가피할 경우만 잭 혼자 저택을 나가기로 한 것.     그러던 어느 날, 잭이 외출하고 온 후부터   저택에서는 설명할 수 없는 불가사의한 일들이 벌어지고    모든 출입구가 봉쇄되었던 방에서 인기척이 들린다.   잭은 알 수 없는 존재로부터 동생들을 보호하고 함께 살기 위한 방법을 찾기 시작하는데…,,,,,,
2018,159883,더 크리미널 마인드: 공공의 적,범죄, 액션,서기주,덩차오, 원경천, 류시시,정교하게 설계된 계획과 고도의 기술로   피해자를 끔찍하게 살해해 도시를 혼란에 빠뜨린 연쇄살인범 ‘도시의 빛’.    그의 살인에는 공통점이 있다:   무관심으로 누군가를 죽음에 이르게 해 논란이 된 사람들,   즉 공공의 적이 피해자라는 것,   그리고 그들 자신이 저지른 범죄의 방식으로 살해당한다는 것.   언론은 그를 정의의 사도로 포장하고,   대중들은 그를 숭배하며 다음 심판이 일어나기를 기다린다.     ‘도시의 빛’ 사건을 담당하게 된 형사 미난(류시시)은   전직 형사이자 과학 수사 전문가인 팡무(덩차오)를 찾아가   도움을 요청하게 되고, 둘은 힘을 합쳐 차근차근 현장에서   사건의 실마리를 찾아나간다.     하지만 ‘도시의 빛’은 자신을 도시의 수호자로 칭하며  온라인 투표를 통해 대중들이 피해자의 처단에 관여하게 만드는 등  더욱 더 대담한 방식으로 살인을 저지르기 시작하는데...,,,,,,
2018,150593,더 타이탄,SF, 드라마,레나드 러프,샘 워싱턴, 테일러 쉴링, 톰 윌킨슨,인류는 극심한 환경오염과 기아로 척박해진 지구를 벗어나고자,  토성의 달 ‘타이탄’ 이주 프로젝트에 나선다.  실험을 세상에 공표하고 대인구 이동을 시작하기에 앞서  전 세계 육, 해, 공 최정예 멤버들로 구성된 신체 적응 훈련 프로젝트를 시작하고,  훈련을 마친 최정예 선발대원들을 먼저 ‘타이탄’으로 보내기로 하는데...  그 중, 공군 릭(샘 워싱턴)은 뛰어난 능력을 보이며 상위권 멤버로 등극하고,   그 역시 강해지는 자신의 체력과 신체 변화에 놀라워한다.  하지만 릭과 훈련을 받던 요원들 사이에 갑작스런 실험 부작용이 나타나면서  점차 충격적인 모습으로 변해가기 시작하는데...   과연, 전 인류의 생존은 이뤄질 것인가?,,,
2018,159110,더 파티,코미디, 드라마,샐리 포터,크리스틴 스콧 토마스, 패트리시아 클락슨, 킬리언 머피,보건복지부 장관 임명을 자축하기 위해 친구들을 초대한 ‘자넷’.  무슨 이유에서인지 무기력해 보이는 그녀의 남편 ‘빌’.  냉소주의자 ‘에이프릴’과 결별 직전의 남자친구 ‘고프리드’.  페미니스트 ‘마사’와 연인 ‘지니’.  잘 나가는 은행가 ‘톰’까지.    7명의 게스트, 71분간의 폭로전이 시작된다!  예측불허 디너 파티의 결말은?,,,,,,,,,
2018,169899,더 펜션,드라마,류장하, 양종현, 윤창모,조재윤, 박효주, 조한철,누구에게나 특별한 기억과 사연이 담긴 펜션이라는  하나의 공간에 방문한 주인공들이  특별한 사연의 낯선 인물과 만나면서 겪게 되는  각기 다른 4가지 이야기를 옴니버스 형식으로 담은 작품    주어진 공간, 한정된 시간, 허락된 감정, 금지된 사건,,,,,,
2018,165791,더 포리너,액션, 스릴러,마틴 캠벨,성룡, 피어스 브로스넌,런던에 살고 있는 평범한 가장인 ‘콴’(성룡)은 의문의 폭발 사고로 딸을 눈앞에서 잃는다.  ‘콴’은 자신의 딸이 죽은 사고가 테러조직과 관련이 있음을 눈치채고  경찰을 찾아가지만 기다리라는 형식적인 대답만 듣게 된다.     답답한 ‘콴’은 딸의 억울한 죽음을 밝히고자 고위 정부관료인 ‘헤네시’(피어스 브로스넌)를 찾게 되는데 무시만 당하게 된다.   더 이상 기다릴 수도, 참을 수도 없는 아버지 ‘콴’은 결국 스스로 범인을 찾기로 결심하고  그가 할 수 있는 모든 것을 동원하며 거대한 권력에 맞서 싸우는데…,,,,,,,,,,
2018,159848,더 포스트,드라마, 스릴러,스티븐 스필버그,메릴 스트립, 톰 행크스,1971년, 뉴욕 타임즈의 ‘펜타곤 페이퍼’ 특종 보도로 미 전역이 발칵 뒤집힌다.  트루먼, 아이젠하워, 케네디, 존슨에 이르는 네 명의 대통령이 30년간 감춰온 베트남 전쟁의 비밀이 알려지자  정부는 관련 보도를 금지시키고, 경쟁지 워싱턴 포스트의 편집장 ‘벤’(톰 행크스)은  베트남 전쟁의 진실이 담긴 정부기밀문서 ‘펜타곤 페이퍼’ 입수에 사활을 건다.    결국 4천 장에 달하는 정부기밀문서를 손에 쥔 ‘벤’(톰 행크스)은  미 정부가 개입하여 베트남 전쟁을 조작한 사건을 세상에 공개해야 한다고 주장하고,  최초의 여성 발행인 ‘캐서린’(메릴 스트립)은 회사와 자신, 모든 것을 걸고  세상을 바꿀 결정을 내려야만 하는데…    1분 1초의 사활을 건 특종 경쟁 속,  세상을 뒤흔든 위대한 보도가 시작된다!,,,
2018,127335,더 프레데터,SF, 액션, 스릴러,셰인 블랙,보이드 홀브룩, 올리비아 문, 트래반트 로즈,다른 종의 DNA를 이용해 더욱 영리하고 치명적으로 진화한 외계 빌런 ‘프레데터’.  더욱 무자비해진 그의 등장으로 지구는 위협에 휩싸이게 된다.  특수 부대원 출신 ‘퀸’(보이드 홀브룩)은 비밀 정부 미션에 참여 중인 진화생물학자 ‘케이시’(올리비아 문)를 만나게 되고  범죄 전력이 있는 전직 군인들과 함께 ‘프레데터’에 맞서 생존을 위한 사투를 벌이게 되는데…    사냥 당할 것인가, 살아남을 것인가  진짜 사냥은 지금부터다!,,,,,,,,
2018,172591,더 하우스 : 악령의 집,공포, 스릴러,라이너 킬,프레드릭 울프, 매트 라인하르트,제2차 세계대전이 진행 중인 어느 날,  노르웨이인 포로를 호송하는 두 독일군이 폭설과 혹독한 추위에 지칠 대로 지쳐 있다.   그러던 중 이들은 마침내 인적이 느껴지는 한 집을 발견해 따라 들어가  따뜻한 음식으로 배를 채우고 지친 몸을 뉘운다.  하지만 따뜻하고 포근한 안식처일 거란 기대와는 달리  이 집은 알 수 없는 소리가 들리고 문이 열리는 등 이상한 일이 계속 일어나기만 하는데…,,,,,,,,,,
2018,158862,더 히어로,코미디, 드라마,브렛 헤일리,샘 엘리어트, 로라 프레폰,전성기는 40년 전, 대표작은 단 하나뿐인  왕년의 웨스턴 무비스타 ‘리 헤이든’에게  어느 날 서부극 보존 협회의 평생 공로상이 주어진다.    시상식에서 전한 즉흥적이고 솔직했던 수상소감으로  뜻밖에도 많은 이들에게 깊은 인상을 남긴 ‘리’.  단 하루의 기적으로 그토록 원하던 배우로서의 길을 다시 걷게 되는데…     여전히 찬란하고 아름다운, 인생 제2막이 시작된다!,,,,,,,,,
2018,154667,덕구,드라마,방수인,이순재, 정지훈,어린 손자와 살고 있는 일흔 살 덕구 할배는  자신에게 주어진 시간이 얼마 남지 않음을 알게 된다.  세상에 덩그러니 남겨질 두 아이들을 위해  할배는 자신을 대신할 사람을 찾아주기로 하고,  홀로 먼 길을 떠나 특별한 선물을 준비하는데..,,,,,,,,,,,
2018,179643,데드 트리거,액션,스콧 윈드하우저,돌프 룬드그렌,2025년 터미널 시티, 좀비들에게 점령당한 그곳에서 좀비 바이러스 치료제의 실마리를 찾던 연구팀이 실종된다.  실종된 이들을 구출하기 위해 감염자 퇴치 부대 CSU의 엘리트 요원들인 ‘데드 트리거’가 투입되고  전장의 한복판에서 그들은 거대한 음모와 맞닥뜨리게 된다.,,,,,,,,,,,,
2018,149236,데드풀 2,액션, 모험, 코미디, SF,데이빗 레이치,라이언 레이놀즈, 조슈 브롤린, 재지 비츠,암치료를 위한 비밀 실험에 참여한 후,  강력한 힐링팩터 능력을 지닌 슈퍼히어로 데드풀로 거듭난 웨이드 윌슨(라이언 레놀즈),  운명의 여자친구 바네사(모레나 바카린)와 행복한 미래를 꿈꾸지만 다시 나락으로 떨어지고,  밑바닥까지 내려간 데드풀은 더 나은 사람이 되기로 결심한다.    어느 날, 미래에서 시간 여행이 가능한 용병 케이블(조슈 브롤린)이 찾아 오면서  새로운 사건이 발생하고 데드풀은 생각지도 못한 기상천외 패밀리를 결성하게 되는데...,,,,
2018,158621,데스 위시,액션, 범죄, 드라마, 스릴러,일라이 로스,브루스 윌리스,낮에는 환자의 생명을 구하는 외과의사  밤에는 타겟의 목숨을 거두는 시티헌터  법이 하지 않으면, 내가 한다!    법의 테두리 밖에서 정의를 실현하는 남자 폴 커시.  그러나 위험천만한 이중생활을 이어갈수록 점점 더 조여오는 수사망.    모든 걸 끝낼 마지막 목표를 사수하라!,,,,,,,,,
2018,173145,데스트랩,스릴러, 액션,오인천,주민하, 김준섭, 히로타 마사미,탈옥한 연쇄살인마를 쫓던 열혈 여형사가 숨막히는 추적 끝에  DMZ 인근의 알 수 없는 숲속에서 지뢰를 밟고 범인과 대치하게 된다.  믿을 것은 오직 귀에 걸려있는 블루투스 헤드셋과 권총 한 자루!  이제 한 치 앞을 예측할 수 없는 극한의 사투가 시작된다...,,,,,,,,,,
2018,167443,데스티네이션 웨딩,코미디, 멜로/로맨스,빅터 레빈,키아누 리브스, 위노나 라이더,결혼식에 초대받은 ‘프랭크’(키아누 리브스)와 ‘린제이’(위노나 라이더).  하지만 알고 보니 프랭크는 신랑의 형, 린제이는 신랑의 전 약혼자?!  남의 결혼식장에서 자꾸만 부딪치는 이들!  공항부터 시작해서 비행기 옆자리, 게다가 숙소까지 옆방!?  과연 이들의 티격태격의 끝은 어디인가?  티격태격하다 정든다고 했던가,  이들은 점점 서로에게 끌리기 시작한다…  과연 이들은 스쳐 지나가는 썸으로 남을 것인가?  처음부터 끝까지 웃음을 보장하는 특별한 로맨스가 지금 시작된다!!,,,,,,,,
2018,165474,데이브 미로 만들다: 판타스틱 미로 대탈출,공포, 판타지, 코미디, 모험,빌 워터슨,닉 순, 미라 로힛 쿰바니,여행을 마치고 돌아온 애니. 문을 여는 순간 입을 담을 수가 없다.  거실에 쌓여있는 제각각 모습의 재활용 박스들…  남자친구 데이브를 찾는데, 저 멀리 박스 안에서 들리는   데이브의 목소리 … “ 나 길을 잃었어 !”    세상에나… 거실에 있는 박스안에 도대체 무슨 일이 있는 걸까?  애니는 친구들과 함께 거대한 요새가 되어버린  종이박스 안으로 데이브를 찾으려 들어가는데….    이곳은 그냥 종이박스 안이 아닌데!....     환상적인 대 모험이 시작된다~!!  환상적 아트웍과 애니의 조화!!,,,,,,,,
2018,167100,데자뷰,미스터리, 스릴러,고경민,이천희, 남규리, 이규한,약혼자 우진과 함께 탄 차로 사람을 죽인 지민  그날 밤 이후 죽은 여자가 나타나는 끔찍한 환각을 겪는다.  견디다 못한 그녀는 결국 경찰에 찾아가지만, 자신의 기억 속 교통사고가 실재하지 않음을 알게 된다.    사라지지 않는 의문 속에 그녀의 일상은 점점 공포스러워지고,  방관하는 약혼자 우진, 그리고 사건 이후 자신의 주변을 감시하는 차 형사로 인해  더욱 최악의 상황으로 빠져드는데...,,,,,,,
2018,169521,,,,,,,,,,,,,,,,,,
2018,173967,델 플라야,공포,숀 하트,데본 반스, 브렛 존슨, 앤드류 디츠,매튜는 평소 마음을 품고 있던 클레어에게 핼러윈 파티에 파트너로 함께 가자고 제안하지만  이미 남자 친구인 팀과 함께 가기로 한 클레어는 거절한다.  핼러윈 파티에서 클레어와 이야기하던 매튜는 팀과 싸우게 되고 팀을 죽음에 이르게 한다.  대학교 3학년이 된 클레어는 핼러윈 파티가 다가오자  그날 밤의 충격적인 사건을 떠오르지만, 용기를 내서 핼러윈 파티를 즐겨 보기로 한다.  하지만 핼러윈 파티가 시작되자 클레어 주변 사람들이 가면을 쓴  의문의 남성에게 살해당하기 시작하는데…,,,,,,,,,,
2018,167331,델마,멜로/로맨스, SF, 스릴러, 미스터리,요아킴 트리에,에일리 하보, 카야 윌킨스,평범한 대학 신입생 델마는 우연히 아냐를 만난 후 발작으로 쓰러진다  이후 알 수 없는 힘에 사로잡힌 그녀는   자신의 놀라운 능력 그리고 가족들이 숨겨온 금기의 과거와 마주하게 되는데…  WANT HER WAKE HER,,,,,,,,,
2018,103352,도망자 2018,드라마, 서부,마이클 베리,에드 해리스, 마이클 페나, 에바 롱고리아,멕시코인 미구엘은 아메리칸드림을 꿈꾸며 국경을 넘는 위험천만한 여정을 시도한다.  하지만 여정 도중 백인 여성인 올리비아가 목숨을 잃는 사고가 일어나자,  사고 현장에서 도망친 미구엘은 도망자 신세가 되어 살인자 누명을 쓰고 경찰의 추적을 받게 된다.  하지만 시간이 갈수록 올리비아의 남편이자 보안관 출신 로이는 뭔가 이상한 낌새를 느끼기 시작하는데...,,,,,,,,,
2018,175236,도묘필기: 제국의 서막,액션, 모험, 미스터리,나영창,이역봉, 양양, 당언,독일에서 청나라 유물을 가져와 국가 기관에 넘기는 일을 하는 유학생 ‘우시에’는  고묘의 지도가 담긴 백서를 발견하고 도굴단보다 먼저 고묘를 탐사할 계획을 세우지만  백서도 도둑맞고 동료까지 도굴단에게 납치된다.  뿐만 아니라 고대의 무덤으로 향하는 동안 우시에 일행은 끊임없이 미스터리 한 일들을 겪게 되는데…,,,,,,,,,
2018,157353,도시괴담 ,공포,세바스티안 로스타인, 페데리코 로스타인,라파엘 페로, 왈테르 코르나스, 루 그라소,예측불허의 끔찍한 재난, 학교를 둘러싼 기이한 괴담, 복수극, 살육, 스너프 필름에 이르는  다섯 가지의 도시 괴담이 현실로 벌어지고 아르헨티나의 수도인 부에노스아이레스는 살아있는 지옥이 된다.  한 정치인은 15명의 시민이 죽는 도시 비극의 책임에 대해서 공분을 사게 되고,  사람들은 각자의 내면에 잠들어 있던 악마성을 하나 둘 씩 꺼내어 보이게 되는데...,,,,,
2018,171755,도어락,스릴러,이권,공효진, 김예원, 김성오,오피스텔에 혼자 살고 있는 평범한 직장인 경민(공효진).  퇴근 후 집에 돌아온 경민은 원룸의 도어락 덮개가 열려있는 것을 발견한다.  불안한 마음에 도어락 비밀번호를 변경해보지만   그날 밤, 잠들기 전 문 밖에서 들리는 소리    '삐-삐-삐-삐- 잘못 누르셨습니다'    공포감에 휩싸인 경민은 경찰에 신고를 하지만  그들은 경민의 잦은 신고를 귀찮아 할 뿐, 대수롭지 않게 여긴다.  그리고 얼마 뒤, 경민의 원룸에서 낯선 사람의 침입 흔적과 함께 의문의 살인 사건이 발생하고  자신도 안전하지 않음을 직감한 경민은 직접 사건의 실체를 쫓게 되는데..!    열려 있는 도어락 덮개, 지문으로 뒤덮인 키패드, 현관 앞 담배꽁초  혼자 사는 원룸, 이곳에 누군가 숨어있다!,,,,,
2018,174031,도쿄에 사는 맑은 슬림녀,,호리이 아야,,여주인공 쿄코는 소설가 지망생인 무직의 동거남 유타로를 위해 장애아동 도우미와 매춘 일을 하고 있다. 매춘을 하는지 모르는 유타로는 계속해서 쿄코에게 의지하게 된다. 한편, 전 남자친구 사토시에게 매춘 사실을 들킨 쿄코는 유타로가 떠날까봐 불안해 하고, 사토시의 함정으로 빚을 지게 된 유타로를 대신해 쿄코는 AV 촬영까지 하게 된다. 쿄코를 갖고 싶어서 유타로를 함정에 빠뜨린 사토시는 쿄코를 뺏으려 하지만 뜻대로 되지 않는데...,,,,,,,,,,,
