4400,4DX까지 총 3번 봤는데 봐도 봐도 안질린다... 1편 안보고 갔었는데도 이해하기 어려운거 없었고 가볍게 보기 좋았다. 클리셰 범벅인데 전혀 뻔하지 않은 재미 ㅎㅎㅎ
4401,너무재밌었어요~~~다들 너무멋있고 보는 내내 흐뭇했네요
4402,인생은뷰티풀!! 김호중의 이태리 다큐.영화는 이태리여행에서 시각적아름다운 모습과 내면적인 가수님의 음악세계를 많은 보따리를 풀어놓아서또다른 진면목을 볼수있는 아름다운 영화입니다김호중의 음악은 예술 그자체입니다.
4403,배우님들 연기가 일품입니다. 영화 너무 잘봤어요
4404,"15세 등급 조정이 필요해 보이는 것만 빼면 이런 영화도 하나 쯤, 아니 서너개쯤은 더 있어야 한다는 생각이 드네요. 현실에선 모두 저마다의 이기심으로 사랑을 하니까."
4405,오반 피콜로를 볼수있어서 즐거웠어요
4406,감독이 초딩인가. 배우들이 아깝다
4407,싸인하고 떠나는 앨리스 때문에 눈물이 나려는 순간... 또다른 사건...생각이 많아져버렸어요. 나이가 들다보니...죽음이나 공허...한발자국씩 가까워지다보니 .
4408,재밌기만 하네 6점대는 아니다
4409,"진짜 전종서 연기가 다한 영화 ..타임슬립몰이라고 하나요? 과거와 현재를 왔다갔다하는 소재가 너무 식상하고 재미없어서 안 보는 경우가 태반이고 이 영화 시작부분도 과거현재 왔다갔다 하는 스토리구나를 알고 실망했었어요 근데 진짜 보는 내내 와 소름, 꿀잼 이 말만 몇 번 한 지 모르겠고 고구마 먹었다, 주인공 왜저러냐, 전종서 연기빼고 볼 게 없다는 아래 평점들은 정말 이해가 안되는 부분이네요 타임슬립몰중에 제일 재밌게 본 것 같고 긴장하고 소름돋아 하면서 봤어요 제 주변에도 연쇄살인마가 있을 수 있겠구나 혹여나 내가 그렇게 될 수도 있겠구나 하는 마음에 영화 보고 난 뒤 무서워서 악몽이라도 꾸는 거 아닌가 걱정이 많이 됐고, 여운이 정말 오래 남았어요. 아직도 전종서님 보면 많이 무섭고 영화자체가 진짜 무서워요 .. 근데 진짜 정말 재밌습니다 보려고 고민하시는 분들 꼭 보길 추천드려요"
4410,k 컨텐츠의 찬물을 ㅠ 미안합니다
4411,비행기 추락하는 영화라서 그런지 후반부 갈수록 영화자체도 추락하네
