year	code	title	genre	directors	actors	story
198	10168	007 네버 세이 네버 어게인	액션, 모험	어빈 케쉬너	숀 코네리	
198	10171	007 리빙 데이라이트	액션, 모험, 스릴러	존 글렌	티모시 달튼	지브롤터에서 00섹션 요원들의 모의훈련 도중 004(004: 프레데릭 워더 분)가 의문의 죽음을 당한다. 한편 소련 고관 코스코프(General Georgi Koskov: 제로엔 클래브 분)가 체코에서 망명을 하려하는데 이에 007(James Bond: 티모시 달튼 분)이 돕게 된다. 이 과정에서 코스코프를 사살하려는 첼리스트 여자 저격수를 처치하려하나 이상한 예감에 가벼운 상처만 입힌다. 영국 정보부는 코스코프에게서 소련의 푸쉬킨 장군(General Leonid Pushkin: 존 라이스-데이비스 분)이 영국과 미국의 스파이를 암살하는 '스미어트 스피어넘' 작전을 진행 중이라는 정보를 얻게 되지만 이 모든 것은 무기 판매상, 휘태커(Brad Whitaker: 죠 돈 베이커 분)와 손잡은 코스코프가 푸쉬킨을 제거하려는 게획이었다.
198	10166	007 문레이커	SF, 액션	루이스 길버트	로저 무어	미국에서 영국으로 공수 중이던 문레이커가 공중에서 탈취를 당한다. 조사를 맡은 007(James Bond: 로저 무어 분)은 문레이커를 개발, 제조한 장본인인 드랙스(Drax: 미쉘 론스데일 분)가 배후의 인물임을 알아낸다. 드랙스 산업기지에 위장 취업한 CIA 요원 굿헤드(Holly Goodhead: 루이스 차일드 분)와 연합으로 조사하던 중 드랙스가 인간만을 죽이는 독개스로 지구를 깨끗이 청소한 뒤 선택받은 젊은 남녀들로 신인류 제국을 건설하려는 야망을 갖고 일을 벌이고 있는 것을 알아내는데.
198	10170	007 뷰 투 어 킬	액션	존 글렌	로저 무어	007(James Bond: 로저 무어 분)은 시베리아의 눈 속에 파묻힌 003의 사체에서 마이크로칩을 발견한다. 핵폭탄이 터질 경우 발생된 자성파에 의해 마이크로칩을 사용하는 모든 전자 제품의 기능이 마비가 되는데 영국의 한 방위산업체에서 자성파에 영향을 받지 않는 마이크로칩 개발에 성공을 하였다. 헌데 003의 사체에서 나온 마이크로칩이 이것과 똑같은 복사품이었다. 특수 마이크로칩을 개발한 방위산업체를 죠린(Max Zorin: 크리스토퍼 월켄 분)이라는 프랑스 기업가가 인수를 했는데 죠린이 소련과 관계가 있다고 확신한 영국 정보부는 007에게 죠린을 조사토록 한다. 그 과정에서 007은 스테이시(Stacey Sutton: 타냐 로버츠 분)라는 죠린에게 땅을 빼앗긴 아가씨를 만나게 되고 지질학을 전공한 스테이시의 도움으로 죠린의 엄청난 음모를 알게 된다. 죠린은 지하의 단층을 파괴하여 실리콘밸리에 인공적으로 홍수를 일으켜 수 백 만명의 사람들과 실리콘 밸리를 물에 잠기게하여 자신이 모아놓은 마이크로칩을 비싼값에 팔려는 계획이었다. [스포일러] 죠린에게 배신당한 메이 데이(May Day: 그레이스 존스 분)가 폭탄을 안전한 곳으로 가져다가 같이 폭사하는 희생으로 계획은 무산된다. 스테이시를 납치한 죠린의 비행선에 매달려가던 007은 금문교 탑위에서 죠린과 최후의 격투를 벌이고 마침내 그를 바다로 떨어뜨려 버린다. 소련에서도 눈에 가시처럼 여기던 죠린을 처치해 준 것에 대해 외국인으로는 처음으로 007에게 훈장을 수여한다. 그시각 007은 스테이시집에서 그녀와 함께와 뜨거운 샤워로 그동안의  피곤과 고통을 말끔히 풀어내고 있었다.
198	10172	007 살인면허	액션, 모험	존 글렌	티모시 달튼	007(James Bond: 티모시 달튼 분)의 절친한 CIA 친구인 펠릭스 라이터(Felix Leiter: 데이비드 헤디슨 분)의 결혼식 날 최대의 마약범 산체스(Franz Sanchez: 로버트 다비 분)가 근처에 있다는 연락에 007과 펠릭스는 그를 잡으러간다. 도망가는 산체스의 경비행기를 헬리콥터로 낚은 007과 펠릭스는 식장으로 곧장 낙하해 간다. 결혼식이 행복하게 이루어지는 동안 호송되던 산체스는 매수당한 경찰 간부의 도움으로 탈출하여 펠릭스 부부 앞에 나타난다. 아내를 살해한 일당은 펠릭스의 다리를 상어에게 뜯어 먹히게 하는 잔인한 보복을 한다. 이 사실을 안 007은 분노를 하며 원수를 갚을 것을 맹세한다. 자신의 임무를 져버린 채 산체스를 찾아 나서고, 마침내 상관인 M(M: 로버트 브라운 분)이 007 앞에 나타나서 그의 마음을 돌리려하나 007은 정보원을 사직하고 살인 면허를 반납하는데. [스포일러] M의 마음 속의 격려를 받으며 계속 조사를 하던 007은 산체스와 연관이 있다가 그에게 쫓기게 된 팜(Pam Bouvier: 캐리 로웰 분)이라는 아가씨를 알게 되고 같이 연합 전선을 편다. 산체스에게 접근한 007은 그를 제거할 기회를 갖지만 무산되고 오히려 그의 신임을 얻게 된다. 산체스는 자신의 대규모 마약 공장에 아시아의 구매상들을 초대하는데 007도 데리고 간다. 정제된 마약을 휘발유에 용해시켜 공급하려는게 이들의 계획이었다. 007을 알아본 산체스의 부하와 격투 중 공장은 화염에 휩싸이고 007은 산체스를 추적한다. 산체스는 휘발유를 뒤집어 쓴 채 007에게 칼을 겨눈다. 007은 펠릭스 부부에게 선물 받은 라이터로 산체스의 몸에 불울 붙힌다. 모든 게 끝나고 007과 팜은 환희의 키스를 나눈다.
198	10169	007 옥터퍼시	액션	존 글렌	로저 무어	009(009: 앤디 브래드포드 분)가 화벨쥬 에그라는 제정 러시아 시대에 만들어진 세계 최대 사파이어의 모조품을 손에 쥔채 의문의 죽음을 한다. 후임으로 임무를 맡게된 007(James Bond: 로저 무어 분)은 인도의 대부호이자 모조품 전문가인 카말칸(Kamal Khan: 루이스 조단 분)이 화벨쥬에 그의 진품을 노린다는 걸 알게 된다. 소련 원로 장성들의 미온적인 태도에 불만을 느끼고 있는 올로프 장군(Orlov: 스티븐 베코프 분)은 카말칸과 손잡고 소련의 진품 보석을 카말칸이 만든 모조품과 바꿔치고 진품은 자신이 챙기려는 속셈이었다. 007은 카말칸의 동업자인 옥토퍼시(Octopussy: 모드 아담스 분)에게 접근한다. 옥토퍼시는 비록 카말칸과 손을 잡고는 있지만 국가를 배신한 영국의 정보원이던 자신의 부친에게 명예로운 자살의 기회를 준 007에게 호감을 갖고 있었다. [스포일러] 한편 올로프는 유럽의 나토 사령부에서 미국의 핵폭탄을 터뜨려 이를 핑계로 유럽을 공격하려는 계획을 세우는데 이 계획의 희생양으로 옥토퍼시의 서커스단을 이용하려 한다. 보석을 빼돌린게 들통나자 올로프는 서독국경을 넘으려 하나 고골 장군(Gogol: 월터 고텔 분)이 보는 앞에서 동독군에게 사살 당한다. 한편 서커스 공연 중 터지려는 핵폭탄은 007에 의해 가까스로 작동을 멈춘다. 카말칸에게 생명까지도 배신당한 것에 분노를 느낀 옥토퍼시는 미녀 군단을 이끌고 인도의 카말칸의 궁을 습격한다. 치열한 전투가 벌어지고 이에 007도 가세한다. 카말칸은 옥토퍼시를 인질로 한 채 비행기에 오르지만 끝까지 쫓아와서 비행기지붕에 올라탄 007은 옥토퍼시를 데리고 절벽에 부딪히려는 비행기에서 뛰어내린다. 비행기는 카말칸을 태운채 절벽에 부딪혀 폭발한다. 007과 옥토퍼시는 미녀 군단이 이끄는 범선에서 안도의 휴식을 즐긴다.
198	10167	007 유어 아이스 온리	액션, 스릴러	존 글렌	로저 무어	그리스의 이오니아해에서 ATAC(날아오는 미사일을 지시, 유도할 수있는 초저주파발신기)를 실은 영국의 정보 수집선이 침몰한다. ATAC가 동구측에 들어가기 전에 회수키 위해 영국은 퇴역 장교로 하여금 인양 작업을 추진 시키나 그는 딸 멜리나(Melina: 캐롤 부케 분)가 보는 앞에서 사살당하자 멜리나는 복수를 다짐한다. 007(James Bond: 로저 무어 분)은 암살자 곤잘레스(Gonzales: 스테판 칼리파 분)의 소재를 파악하고 접근하지만 곤잘레스는 멜리나의 복수의 크로스보우에 당하고 만다. 007은 곤잘레스에게 돈을 주던 사내를 추적하여 크리스타토스(Kristatos: 줄리안 글로버 분)라는 그리스의 부호가 ATAC를 소련에 팔아 넘기려는 사실을 알아내는데.
198	22292	0시의 호텔	미스터리, 스릴러	남기남	백일섭, 최희정, 김동현	유일물산의 둘째아들 우남호와 혜원은 신혼여행겸 캐나다지사로 떠나기 위해서 호텔에 투숙했다가 신부가 살해된다. 바로 그 시간 인기 가수 문희선은 형무소에서 출감한 성민한테 호텔로 납치된다. 사건 한 시간후 피살자 혜원의 주변을 수사하던 형사로부터 용의자 제보가 들어온다. 혜원에게는 교제하던 세 남자가 있었는데 두 남자는 알리바이가 있지만 운동선수 출신인 동구의 행방이 묘연하다는 것이다. 수사가 진행됨에 따라 보석밀수범을 체포하는 등의 엉뚱한 부산물이 튀어나온다. 드디어 용의자 동구가 잡혔지만 그는 자신이 죽일 생각으로 혜원의 방에 들어갔을때 이미 혜원은 죽어있었다고 했다. 수사는 우여곡절 끝에 남호가 범인임을 밝혀낸다. 남호와 혜원과 남호형사의 복잡한 관계가 살인사건을 낳게 한 것이다.
198	15954	11낮 11밤		조 다마토	제시카 무어, 메리 셀러스	12일 후면 정숙한 헬렌과 결혼하기로 되어있는 마이클은 선상에서 매혹적인 세라를 만나 관계를 맺은 후 정신없이 그녀에게 빠져든다. 인생의 즐거움중 연애 스토리를 다른 무엇보다 높게 평가하는 세라는 포르노 소설 작가이다. 그녀는 자신과 관계를 맺은 99명의 사내에 대해 글을 쓰고 있는데 마지막 100번째 남자가 마이클.
198	21805	13월의 연정		박용준	박근형, 이영옥, 김옥진	사랑하던 유라와의 생이별로 말미암아 신부의 길을 택했던 성우현은 10년이 지난후에 유라로부터 편지 한통을 받는다. 신의 세계를 걷고는 있지만 옛 사랑을 생각해 보던 우현은 유라가 있다는 부산으로 간다. 거기에 우연히 죽은 언니의 일기장에서 성우현과 언니의 사이를 알고 묘한 감정과 호기심으로 우현에게 편지한 유라의 동생 세라가 마중나온다. 세라를 본 우현은 유라와 똑같음을 보고 당황한다. 그리고 유라의 죽음의 소식을 듣고 충격을 받는다. 우현은 세라에게서 사랑의 구애를 받는다. 고뇌와 번뇌를 계속하던 우현은 세라의 사랑의 도전에 신부를 포기하고 파계를 결심한다. 행복의 며칠을 보낸 우현은 결혼날짜를 잡고 서울을 다녀오던 중 하느님의 저주를 받은듯 사고로 죽는다. 우현의 뒤를 따라 죽음의 길을 택하여 바다깊이 잠기어 버리는 세라.
