year	code	title	genre	directors	actors	story	
1994	26785	20달러의 유혹	코미디	케바 로젠펠드	엘리자베스 슈, 스티브 부세미, 크리스토퍼 로이드	현금카드 서비스를 통해 나오는 빳빳한 20달러 짜리 지폐. 정신없이 바쁜 어머니가 호주머니안에 지폐를 챙겨넣기도 전에 바람에 의해 붐비는 도시 거리 속으로 날아가버린다. 바람에 떠도는 지폐를 발견하는 점쟁이는 지폐를 찾으러 도로 안에 뛰어든다. 그리고 그 지폐의 제조번호를 이용해 복권을 구입한다. 자신의 승리를 축하하는 동안 스케이트보드를 타고 지나가던 소녀에게 그 지폐를 빼앗긴다. 20달러 짜리 지폐는 여러 등장인물들의 손과 삶을 거치게 된다. 20달러짜리 지폐는 양심적인 도둑 지미(Jimmy: 크리스토퍼 로이드 분), 시시한 사기꾼 프랭크(Frank: 스티브 부세미 분), 젊은 작가 애밀리(Emily Adams: 엘리자베스 슈 분)의 손으로 들어가 뜻밖의 영향을 미친다. 또한 결혼 선물로서 샘(Sam Mastrewski: 브렌든 프레이저 분)의 손으로 들어가 총각 파티에서 스트리퍼(The Stripper/Funeral Director: 메로라 월터스 분)에게 주어진다. 스트리퍼에게서 점쟁이에게로, 점쟁이에게서 젊은 연예인에게로, 그리고 다시 교회 빙고 게임에서부터 살인 사건의 증거물로까지 사용된다. 폭력의 흔적에서부터 애정의 자국까지 다양한 사람들의 손을 거친 20달러짜리 지폐는 원래 그것의 가치보다도 희망과 변화의 상징으로서 등장인물들을 연결하는 역할을 한다.
1994	17182	34번가의 기적	가족, 드라마	레스 메이필드	리차드 아텐보로, 엘리자베스 퍼킨스, 딜란 맥더모트	아빠없이 자란 수잔(Susan Walker: 마라 윌슨 분)은 모든 어린이들의 영원한 동경과 환상의 대상인 산타클로스 할아버지의 존재에 대해 의문을 갖는 소녀. 그러나 수잔의 이러한 생각은 엄마(Dorey Walker: 엘리자베스 퍼킨스 분)가 다니는 백화점에서 '산타'로 일하는 크리스의 등장(Kriss Kringle: 리차드 어텐보로 분)으로 완전히 바뀌게 된다. 수잔에게 산타의 존재를 믿게 하려는 크리스의 노력으로 수잔은 물론이고 그 주변의 인물들도 마침내 사랑과 믿음, 그리고 가족의 소중함에 대해 새로이 눈을 뜨기 시작한다. 산타클로스의 기적이 드디어 수잔의 가슴 속에 일어난 것이다.
1994	14452	49일의 남자	드라마, 액션	김진해	정보석, 이보희	어느날 프리랜서 라이터인 '나'(정보석 분)는 2년 전 헤어진 여자 서연(황미선 분)이 실종되었다는 사실을 '그들'을 통해 알게 된다. 서연이 실종된 지 41일째 되는 날에서 시작해서 49일째 되는 날 끝나는 이 영화에서 '그들', 즉 권력의 핵심부에 있는 노인은 하수인 '사이보그(최재영 분)'를 통해서 '나'로 하여금 서연의 행방을 찾도록 압력을 가한다. '나'는 누군가와 관련되는 것이 싫은 지극히 비사회적인 사람이며, 정치에 대한 연상만으로도 무력증에 빠지는 지극히 반정치적인 인물이다. 그러나 '나'는 서연이 자신의 아이를 낳았을지도 모른다는 이야기때문에 그리고 마치 무소불위의 권능에 조종당하는 인형처럼 서연을 찾아나선다. 서연과 관계했던 팬시점 주인, 학원 강사, 대중가수 이지훤, 그리고 노인 등의 남자를 추적하면서 '나'는 서연에 대해 알 수 없는 질투와 깊은 상실감을 느끼게 되고, 와중에 서연과 관계했던 남자들은 차례로 의문의 살인을 당한다. 그리고 서연도 '그들'-권력의 하수인-에 의해 죽었음을 그녀가 죽은 지 49일째 되는 날 알게 된다. 즉 '나'는 서연을 추적해나가면서 '서연'의 상처 - 맹목적인 권력과 물신화된 섹스의 희생자로서 -를 공유하고 있음을 깨닫고, 마침내 '나'와 서연,그리고 우리 모두를 패배시켰던 권력의 정체를 정면으로 응시하게 된다. 결국, '나'는 내게 단지 3인칭의 여자였던, 이를테면 '나'에게 성적인 의미에서 편의점의 캔맥주와 같았던 이웃의 피아노 교습소 여자 하영(이보희 분)에게서 진실한 사랑의 의미를 얻게 된다. 그리고 마치 전염병이 휩쓸고 지나간것같은 고립된 마을에서 산자로 남아 기쁠 것도 없는 새로운 사랑의 출발처럼 담담한 사람으로 돌아간다.
1994	26928	4인의 복수			양리칭, 이새봉	청나라때 분실된 명화에 2차대전 당시 일본군이 중국인에게 행한 세균 무기 실험내용이 기록돼 있어 많은 사람들이 손에 넣기 위해 혈안이 돼있던 차 중국에서 총살형에 몰려 홍콩으로 밀입국한 화가 아웅은 우연한 기회에 그림을 손에 넣게 된다. 아웅의 애인 아청은 아웅을 찾기위해 홍콩에 왔다가 우연히 아봉을 만나 친한 사이가 된다. 아봉의 오빠는 그림을 찾다 살해된 암흑가 두목으로 그의 애인 아선이 그 자리를 차지한다. 아선은 일본에서 온 오오시마와 손잡고 아웅을 찾고 아봉과 친해진 아청은 경찰, 아파의 도움으로 아웅을 찾게된다. 아청은 꿈에 그리던 아웅을 만나게 되지만 그는 중국으로 돌아가지 않으려하고 이때 아선과 오오시마 일당이 나타나 일대 혈전이 벌어진다. 이 싸움으로 아파는 숨을 거두고 아청과 아웅은 큰 부상을 입게된다. 의식을 잃은 아청을 차에 싣고 병원에 가려던 아웅은 경찰에게 그대로 돌진하는데.
1994	23836	B 타임의 정사 4		이광섭	김경주, 한명구, 황성영	한평생 오직 일에만 몰두한 대성그룹 한영수 회장은 어느날 갑자기 시한부 인생을 선고받는다. 한편 죽음을 눈앞에 두고 한 회장은 본인이 살아온 파란만장한 여로를 회상하게 된다. 가난을 참지못해 자식을 두고 달아난 어머니, 오빠만을 믿고 굶주림 속에서 기다리던 동생을 잃어버린 암울한 기억의 유년 시절, 잃어버린 어린 누이를 잊지 못해 사창가를 방황하던 청년 시절의 기억들, 이젠 부귀와 명예를 누리며 안정된 생활을 하지만 살아온 세월의 아쉬움을 느끼는 한회장. 비서 실장의 소개로 밤무대 스트립 걸로 일하는 임정화의 여체에 빠지게 된 한 회장은 그녀의 삶 또한 자신처럼 암울한 기억을 갖고 있음을 알게 되고 깊은 연민을 느끼게 된다.  그러나 젊은 욕정을 참지 못한 비서 실장과 임정화 정사 장면은 한회장의 눈에 목격되고 이로 인해 쓰러지는 한회장. 결국 막대한 유산의 상속문제가 정해지는데 한회장은 임정화에게 일정 부분의 재산을 상속해 주고 재산의 반을 사회에 환원한다. 하지만 한회장의 배려에 죄책감을 느낀 비서실장과 임정화는 상속받은 유산을 한회장의 뜻을 받아 다시 사회에 환원하게 된다.
1994	18549	ER	드라마	크리스토퍼 츄랙, 잭 오먼, 앤드류 번스타인	노아 와일, 로라 이니스, 로라 세론	
1994	12776	M. 버터플라이	드라마, 멜로/로맨스	데이빗 크로넨버그	제레미 아이언스, 존 론	1964년 북경. 프랑스 대사관의 회계사 갈리마드(Rene Gallimard: 제레미 아이언스 분)는 푸치니의 '나비 부인'을 공연하는 중국 경극 배우 송 릴링(Song Liling: 존 론 분)에게 매혹된다. 한 파티에서 조그만 체격에 불어를 유창하게 구사하는 그녀와 대화를 나눌 기회를 갖게 된 갈리마드는 기혼자임에도 불구하고, 그녀를 다시 만나기 위해 오페라를 보러가면서 둘의 관계는 발전된다. 영리하게도 송 릴링은 서양 남자와 동양 여자라는 점을 이용한다. 남자 앞에서 옷을 벗지 않아 이상하게 생각했던 갈리마드는 그것을 동양 여자 특유의 보수적인 태도와 수줍음으로 이해하게 된다. 감독은 남녀가 결정적인 '관계'없이 단순한 몸짓만으로 섹스가 가능함을 제시한다. 갈리마드가 부영사로 승진하여 기밀서류에 관여하게 되자 송 릴링은 미국의 베트남 정책 등의 정보를 빼내며 공산 체제의 유능한 스파이가 된다. 여자는 노예로, 남자는 백인 악마로 성 역할를 해온 이들은 남자가 결국 벗은 몸을 요구하게 되자 임신했음을 고백한 여자는 아이를 낳기 위해 사라진다. 이야기는 1968년 파리로 넘어간다. 파리에서 공연하는 오페라 나비 부인을 보러 가는 갈리마드. 그는 이미 모든 정열을 잃은 상태이다. 작은 아파트에서 혼자 살고 있는 갈리마드는 잃어버린 사랑을 그리며, 방안을 동양적인 분위기로 꾸며놓고 있다. 술에 취한 그는 마오거리의 프랑스 학생들의 데모 대열을 바라보며 중국을 떠나며 모든 것을 잃어버렸노라고 중얼거린다. 그리고 놀랍게도 그의 눈앞에 송 릴링이 아들을 데리고 나타난다. 그러나 이제 미천한 외교 급사일 뿐인 그는 정보 유출죄로 바로 체포되고 만다. 경찰의 조사 결과 자신의 아이를 낳아준 여자가 완벽한 남자였고, 아이도 사실은 아무 관계없는 아이임이 드러나자 충격적인 사건의 주인공이 된다. 두사람은 모두 실형을 선고받았으나 중국과의 관계 악화를 우려한 정부의 사면조치를 받았다.
1994	24518	VR 트루퍼	액션, 가족, SF		마이클 베이컨, 사라 브라운	
1994	26784	가라데 키드	액션	크리스토퍼 케인	팻 모리타, 힐러리 스웽크, 마이클 아이언사이드	17세의 줄리 피어스(Julie Pierce: 힐러리 스완크 분)는 어릴 때 부모를 잃고 성격이 거친 소녀로 자란다. 이제껏 그녀를 길러준 할머니에게도 버릇없이 대하고 학교의 불량소년단도 그녀앞에선 고양이 앞에 쥐격이다. 더구나 소녀에게 여자로 성장해 가는 줄리는 자신의 신체변화에 당황해한다. 어느날 돌아가신 할아버지의 친구인 가라데의 명인 미야기(Miyagi: 팻 모리타 분)가 우연히 줄리를 만나 그녀의 비뚤어진 생활을 고치고 선으로 이끌어 주기 위해 그녀를 맡아 기를 것을 제의한다. 그러던 어느날 폭주하는 자동차를 재빨리 피하는 줄리를 보고 미야기는 경악을 금치 못한다. 줄리의 몸에는 할아버지로부터 전해진 가라데의 정기가 깃들어 있었다. 드디어 미아기는 줄리와 함께 가라데의 본고장 일본의 산사로 입산한다. 그가 기다려왔던 적임자인 가라데 명인의 후예에게 무술을 전수해 준다. 그후 세월이 흘러 성숙한 여인이 된 줄리는 다시 미국에 나타나 불의와 맞선다.
1994	26994	강간 - 향항기안지강간	드라마, 액션	유위강	구숙정, 임달화, 정호남	요(구숙정 분)와 문문(오설문 분)은 같은 집에서 함께 살고 있는 절친한 친구 사이. 광고 모델 일을 하고 있던 그녀들은 이웃에 사는 탁이라는 남자와 이상하게 자주 마주친다. 그러나 그저 같은 시간대에 출퇴근을 할 뿐이라고 생각하며 이웃사촌으로서 잘 지내려 애쓴다. 그러던 어느날 요는 유명한 제작자인 태로부터 영화 출연 제의를 받게 되고 문문은 처음으로 친구가 없는 밤을 적적하게 여기며 보낸다. 그날 밤, 이웃집 살던 그 남자 탁은 문문이 홀로 집에 있음을 눈치채고 몰래 숨어든다. 그는 처음 그녀들이 유명한 모델임을 알았던 순간부터 이상한 계획을 마음에 품고 있었던 것이다. 탁은 문문을 강간한다. 중국에서 뒤늦게 돌아온 요는 그 사실을 알게 되고 태의 권유로 강간범으로 탁을 경찰에 신고한다. 하지만 탁이 문문을 강간하기 전 철저히 계획을 세우고 덫을 놓았었기에 탁은 거기서 멈추지 않고 무죄 판결 후에 섬뜻한 미소를 지으며 자신을 감옥으로 넣으려했던 복수의 계획을 실행한다. 경찰에서 석방된 후 탁은 중국으로 출국한 것처럼 알리바이를 꾸민다. 그리고 틈이 타문문을 살해한다. 아무리 기다려도 문문이 돌아오지 않자 요는 그녀의 행방을 수소문한다. 요는 문문의 실종이 탁의 소행이라 생각한다. 탁이 문문을 죽였다고 단정한 요는 스스로 그를 잡기 위한 함정을 만든다. 그를 위해 잔인한 복수를 준비하면서.
